CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL4607	10692	Angiotensin II type 2 (AT-2) receptor	P50052	SINGLE PROTEIN	Homo sapiens	1354	2329
CHEMBL257	10026	Angiotensin II type 2 (AT-2) receptor	P35351	SINGLE PROTEIN	Rattus norvegicus	645	798
CHEMBL4421	100430	HM74 nicotinic acid GPCR	P49019	SINGLE PROTEIN	Homo sapiens	270	334
CHEMBL327	12744	Alpha-2a adrenergic receptor	P22909	SINGLE PROTEIN	Rattus norvegicus	145	178
CHEMBL5067	20112	Dopamine D1 receptor	P50130	SINGLE PROTEIN	Sus scrofa	317	349
CHEMBL5106	10487	Neurotensin receptor 2	Q63384	SINGLE PROTEIN	Rattus norvegicus	26	76
CHEMBL5000	101252	Prostanoid FP receptor	P43117	SINGLE PROTEIN	Mus musculus	49	115
CHEMBL5176	100137	C-C chemokine receptor type 3	P56483	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL5477	101205	Proteinase-activated receptor 3	O00254	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL5430	101186	Mu-opioid receptor	Q8CGM4	SINGLE PROTEIN	Cavia porcellus	26	26
CHEMBL5720	101301	P2Y purinoceptor 1	P49652	SINGLE PROTEIN	Meleagris gallopavo	197	465
CHEMBL5743	101533	Type-1 angiotensin II receptor	P30555	SINGLE PROTEIN	Sus scrofa	25	25
CHEMBL1075228	102927	Melanin-concentrating hormone receptor 1	P97639	SINGLE PROTEIN	Rattus norvegicus	220	279
CHEMBL1075262	102806	C-C chemokine receptor type 3	Q9BDS8	SINGLE PROTEIN	Macaca fascicularis	1	1
CHEMBL1075268	102814	Serotonin 6 (5-HT6) receptor	Q9R1C8	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL1075278	102828	C-C chemokine receptor type 8	P56484	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1075186	103130	CXC chemokine receptor 3	B8PY99	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL1770041	104133	5-hydroxytryptamine receptor 2C	Q60F97	SINGLE PROTEIN	Canis familiaris	2	4
CHEMBL1921663	104379	Melanin-concentrating hormone receptor 1	B6F061	SINGLE PROTEIN	Macaca fascicularis	1	1
CHEMBL1250405	103519	B1 bradykinin receptor	Q8HZP2	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL1250366	103499	C-X-C chemokine receptor type 4	P79394	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL2111352	105105	Muscarinic acetylcholine receptor M2 and M5	P08172, P08912	SELECTIVITY GROUP	Homo sapiens	79	84
CHEMBL2111385	105077	Cannabinoid receptor	Q9QZN9, P20272	PROTEIN FAMILY	Rattus norvegicus	86	114
CHEMBL2111420	104929	Cerebral cortex alpha adrenergic receptor	P18130, Q28838	PROTEIN FAMILY	Bos taurus	34	44
CHEMBL2111437	104952	Melanin-concentrating hormone receptor	Q99705, Q969V1	PROTEIN FAMILY	Homo sapiens	51	55
CHEMBL2096977	104857	Somatostatin receptor	P28646, P30936, P30937, P30938, P30680	PROTEIN FAMILY	Rattus norvegicus	161	172
CHEMBL2094118	104700	Adrenergic receptor beta	P07550, P08588, P13945	PROTEIN FAMILY	Homo sapiens	736	1214
CHEMBL2094268	104733	Melatonin receptor	P48039, P49286	PROTEIN FAMILY	Homo sapiens	470	965
CHEMBL2095155	104740	Opioid receptors; mu & delta	P33533, P33535	SELECTIVITY GROUP	Rattus norvegicus	728	839
CHEMBL2095159	104744	Serotonin 1 (5-HT1) receptor	P28565, P28564, P19327, P30940	PROTEIN FAMILY	Rattus norvegicus	365	401
CHEMBL2096982	104862	Adenosine receptors; A1 & A2a	P30542, P29274	SELECTIVITY GROUP	Homo sapiens	241	250
CHEMBL2097165	104876	Dopamine receptors; D3 & D4	P35462, P21917	SELECTIVITY GROUP	Homo sapiens	173	205
CHEMBL2097169	104880	Adrenergic receptor beta; ADRB1 & ADRB3	P13945, P08588	SELECTIVITY GROUP	Homo sapiens	177	200
CHEMBL1914262	104358	Sphingosine 1-phosphate receptor 1	O08530	SINGLE PROTEIN	Mus musculus	5	7
CHEMBL2016428	104506	Vasopressin V1a receptor	Q9WTV9	SINGLE PROTEIN	Microtus ochrogaster	4	5
CHEMBL3217397	108255	C-C chemokine receptor type 5	P61813	SINGLE PROTEIN	Macaca mulatta	4	4
CHEMBL2363078	105773	Vasopressin receptor	P30518, P37288, P47901	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2146352	105179	G-protein coupled receptor 81	B9UM26	SINGLE PROTEIN	Canis familiaris	1	1
CHEMBL2285349	105551	TyR1	H9TVJ1	SINGLE PROTEIN	Chilo suppressalis	8	19
CHEMBL2390812	107605	G protein-coupled receptor GPR35	Q33BM1	SINGLE PROTEIN	Rattus norvegicus	46	71
CHEMBL2429706	107662	Proteinase-activated receptor 2	Q63645	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL2111456	104978	Vasopressin V1 receptor	P37288, P47901	PROTEIN FAMILY	Homo sapiens	61	61
CHEMBL2321628	105617	C-C chemokine receptor type 10	P46092	SINGLE PROTEIN	Homo sapiens	2	4
CHEMBL2176813	105388	Trace amine-associated receptor 7b	Q923X8	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2470	10057	Cannabinoid CB2 receptor	Q9QZN9	SINGLE PROTEIN	Rattus norvegicus	342	412
CHEMBL1798	179	Cysteinyl leukotriene receptor 1	Q9Y271	SINGLE PROTEIN	Homo sapiens	1013	1914
CHEMBL1811	261	Prostanoid EP1 receptor	P34995	SINGLE PROTEIN	Homo sapiens	986	1256
CHEMBL1898	106	Serotonin 1b (5-HT1b) receptor	P28222	SINGLE PROTEIN	Homo sapiens	1582	2209
CHEMBL252	249	Endothelin receptor ET-A	P25101	SINGLE PROTEIN	Homo sapiens	2588	3839
CHEMBL274	10580	C-C chemokine receptor type 5	P51681	SINGLE PROTEIN	Homo sapiens	3105	5235
CHEMBL232	128	Alpha-1b adrenergic receptor	P35368	SINGLE PROTEIN	Homo sapiens	1684	2158
CHEMBL2224	11555	Ghrelin receptor	Q95254	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL1987	140	Prostanoid FP receptor	P43088	SINGLE PROTEIN	Homo sapiens	206	280
CHEMBL233	129	Mu opioid receptor	P35372	SINGLE PROTEIN	Homo sapiens	6005	10471
CHEMBL2028	11261	Somatostatin receptor 3	P32745	SINGLE PROTEIN	Homo sapiens	818	1059
CHEMBL211	47	Muscarinic acetylcholine receptor M2	P08172	SINGLE PROTEIN	Homo sapiens	3414	5343
CHEMBL2107	10473	C-X-C chemokine receptor type 4	P61073	SINGLE PROTEIN	Homo sapiens	573	1028
CHEMBL2245	11297	Histamine H2 receptor	P97292	SINGLE PROTEIN	Mus musculus	20	40
CHEMBL3006	11864	Serotonin 2c (5-HT2c) receptor	P34968	SINGLE PROTEIN	Mus musculus	10	13
CHEMBL3027	17063	Neurotensin receptor 1	P20789	SINGLE PROTEIN	Rattus norvegicus	70	100
CHEMBL3071	11104	Dopamine D1 receptor	Q61616	SINGLE PROTEIN	Mus musculus	36	37
CHEMBL3802	20032	Neuropeptide Y receptor type 5	O70342	SINGLE PROTEIN	Mus musculus	126	130
CHEMBL3833	100425	Trace amine-associated receptor 1	Q923Y9	SINGLE PROTEIN	Rattus norvegicus	90	146
CHEMBL270	10529	Mu opioid receptor	P33535	SINGLE PROTEIN	Rattus norvegicus	2881	4814
CHEMBL2619	12712	Serotonin 5b (5-HT5b) receptor	P35365	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL2647	17121	Neurokinin 2 receptor	Q64077	SINGLE PROTEIN	Cavia porcellus	265	349
CHEMBL2696	11249	Serotonin 4 (5-HT4) receptor	Q6Q253	SINGLE PROTEIN	Sus scrofa	17	17
CHEMBL2731	12886	Galanin receptor 3	O60755	SINGLE PROTEIN	Homo sapiens	267	272
CHEMBL2733	10347	Somatostatin receptor 5	O08858	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3637	12853	Alpha-1a adrenergic receptor	O02824	SINGLE PROTEIN	Oryctolagus cuniculus	135	209
CHEMBL3676	12406	C-C chemokine receptor type 5	P51682	SINGLE PROTEIN	Mus musculus	63	65
CHEMBL3688	11806	Adenosine A1 receptor	Q60612	SINGLE PROTEIN	Mus musculus	51	57
CHEMBL3974	10653	Proteinase-activated receptor 1	P25116	SINGLE PROTEIN	Homo sapiens	947	1303
CHEMBL4031	12202	Beta-3 adrenergic receptor	P26255	SINGLE PROTEIN	Rattus norvegicus	228	310
CHEMBL4103	17102	Delta opioid receptor	P79291	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL4105	17106	Serotonin 1d (5-HT1d) receptor	P79400	SINGLE PROTEIN	Sus scrofa	154	179
CHEMBL3948	17080	Angiotensin II type 1a (AT-1a) receptor	P34976	SINGLE PROTEIN	Oryctolagus cuniculus	1200	1679
CHEMBL3359	13010	Formyl peptide receptor 1	P21462	SINGLE PROTEIN	Homo sapiens	405	590
CHEMBL3428	20164	Ghrelin receptor	Q99P50	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3508	13067	Cholecystokinin B receptor	P30553	SINGLE PROTEIN	Rattus norvegicus	613	711
CHEMBL4317	10623	Serotonin 4 (5-HT4) receptor	Q62758	SINGLE PROTEIN	Rattus norvegicus	357	627
CHEMBL4318	12791	Somatostatin receptor 5	P30938	SINGLE PROTEIN	Rattus norvegicus	8	12
CHEMBL4631	11286	Endothelin receptor ET-B	P21451	SINGLE PROTEIN	Rattus norvegicus	380	446
CHEMBL322	12687	Serotonin 2a (5-HT2a) receptor	P14842	SINGLE PROTEIN	Rattus norvegicus	2064	2990
CHEMBL4644	11003	Melanocortin receptor 3	P41968	SINGLE PROTEIN	Homo sapiens	1860	3643
CHEMBL4646	10619	Serotonin 1f (5-HT1f) receptor	P30940	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL4730	20157	Melanin-concentrating hormone receptor 1	Q8JZL2	SINGLE PROTEIN	Mus musculus	129	188
CHEMBL4124	11300	Histamine H3 receptor	Q9QYN8	SINGLE PROTEIN	Rattus norvegicus	1716	2470
CHEMBL4553	10889	Thyrotropin-releasing hormone receptor	Q01717	SINGLE PROTEIN	Rattus norvegicus	15	24
CHEMBL4400	11929	Beta-3 adrenergic receptor	O02662	SINGLE PROTEIN	Canis lupus familiaris	32	59
CHEMBL4420	100429	Hydroxycarboxylic acid receptor 2	Q9EP66	SINGLE PROTEIN	Mus musculus	83	104
CHEMBL324	12689	Serotonin 2c (5-HT2c) receptor	P08909	SINGLE PROTEIN	Rattus norvegicus	759	956
CHEMBL5068	20123	Prostanoid EP1 receptor	P70597	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL4761	10785	C3a anaphylatoxin chemotactic receptor	Q16581	SINGLE PROTEIN	Homo sapiens	153	344
CHEMBL4909	100427	Prostanoid EP2 receptor	Q62928	SINGLE PROTEIN	Rattus norvegicus	77	108
CHEMBL4975	12265	Adenosine A1 receptor	P28190	SINGLE PROTEIN	Bos taurus	792	1018
CHEMBL5136	10014	Platelet activating factor receptor	P21556	SINGLE PROTEIN	Cavia porcellus	1073	1347
CHEMBL5409	100857	G-protein coupled bile acid receptor 1	Q8TDU6	SINGLE PROTEIN	Homo sapiens	484	855
CHEMBL1075144	103075	Neuromedin-U receptor 2	Q9GZQ4	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL5595	100286	Cholecystokinin B receptor	P30552	SINGLE PROTEIN	Canis lupus familiaris	19	36
CHEMBL5657	101276	Histamine H4 receptor	Q91ZY2	SINGLE PROTEIN	Mus musculus	32	62
CHEMBL1075162	103101	Uracil nucleotide/cysteinyl leukotriene receptor	Q13304	SINGLE PROTEIN	Homo sapiens	30	38
CHEMBL5943	101615	Beta-2 adrenergic receptor	P04274	SINGLE PROTEIN	Mesocricetus auratus	7	41
CHEMBL1075140	103071	Bombesin receptor subtype-3	O54798	SINGLE PROTEIN	Mus musculus	188	357
CHEMBL4908	100426	Trace amine-associated receptor 1	Q923Y8	SINGLE PROTEIN	Mus musculus	123	220
CHEMBL1293293	103726	Neuropeptides B/W receptor type 1	P48145	SINGLE PROTEIN	Homo sapiens	530	550
CHEMBL1255150	103561	G-protein coupled bile acid receptor 1	Q80SS6	SINGLE PROTEIN	Mus musculus	177	259
CHEMBL1770046	104138	P2Y purinoceptor 14	Q9ESG6	SINGLE PROTEIN	Mus musculus	68	68
CHEMBL1075322	103170	G-protein coupled receptor 55	Q9Y2T6	SINGLE PROTEIN	Homo sapiens	843	1159
CHEMBL1250407	103521	Bradykinin B1 receptor	Q61125	SINGLE PROTEIN	Mus musculus	16	17
CHEMBL2069162	104599	Probable G-protein coupled receptor 142	Q7TQN9	SINGLE PROTEIN	Mus musculus	4	8
CHEMBL1795147	104227	C-C chemokine receptor type 5	Q1ZY22	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL2111397	105092	Melanocortin receptor (M4 and M5)	P32245, P33032	SELECTIVITY GROUP	Homo sapiens	49	50
CHEMBL2111418	104926	Muscarinic acetylcholine receptor M1 and M3	P11229, P20309	SELECTIVITY GROUP	Homo sapiens	67	68
CHEMBL2095219	104795	Muscarinic acetylcholine receptors; M1 & M2	P11229, P08172	SELECTIVITY GROUP	Homo sapiens	261	361
CHEMBL2052036	104578	Omega-3 fatty acid receptor 1	Q7TMA4	SINGLE PROTEIN	Mus musculus	1	2
CHEMBL2095160	104745	Leukotriene B4 receptor	Q9NPC1, Q15722	PROTEIN FAMILY	Homo sapiens	335	769
CHEMBL2095192	104776	Opioid receptor	O55242, P33534, P32300, P42866	PROTEIN FAMILY	Mus musculus	176	338
CHEMBL2095234	104806	Adenosine receptors; A2b & A3	P33765, P29275	SELECTIVITY GROUP	Homo sapiens	309	335
CHEMBL2094111	104693	Adrenergic receptor alpha	P23944, P22909, P15823, P43140, P22086, P19328	PROTEIN FAMILY	Rattus norvegicus	659	950
CHEMBL2096904	104841	Serotonin (5-HT) receptor	P47898, O95264, Q8WXA8, P34969, Q13639, P28223, P08908, P28221, P28566, P28335, P41595, P28222, A5X5Y0, Q70Z44, P46098, P30939, P50406	PROTEIN FAMILY	Homo sapiens	35	57
CHEMBL2097162	104873	Muscarinic acetylcholine receptor	Q9ERZ4, P12657, Q9ERZ3, Q920H4, P32211	PROTEIN FAMILY	Mus musculus	51	85
CHEMBL2016427	104505	Oxytocin receptor	Q9R1L2	SINGLE PROTEIN	Microtus ochrogaster	4	5
CHEMBL2331058	105654	Lysophosphatidic acid receptor 6	P43657	SINGLE PROTEIN	Homo sapiens	11	33
CHEMBL2331075	105671	D2-like dopamine receptor	P14416, P35462, P21917	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL3301384	108398	CCR5/mu opioid receptor complex	P51681, P35372	PROTEIN COMPLEX	Homo sapiens	2	3
CHEMBL3301393	108407	Lysophosphatidic acid receptor 1/lysophosphatidic acid receptor 3	P61794, Q8K5E0	PROTEIN FAMILY	Rattus norvegicus	1	1
CHEMBL3038518	107946	mu/kappa opioid receptor	P97266, P41144	PROTEIN FAMILY	Cavia porcellus	10	10
CHEMBL3091266	107977	G-protein coupled receptor 39	O43194	SINGLE PROTEIN	Homo sapiens	4	25
CHEMBL2486	10652	Alpha-1b adrenergic receptor	P97717	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2548	12169	Neuropeptide Y receptor type 5	Q63634	SINGLE PROTEIN	Rattus norvegicus	66	108
CHEMBL1785	247	Endothelin receptor ET-B	P24530	SINGLE PROTEIN	Homo sapiens	1307	1460
CHEMBL298	11522	Cholecystokinin B receptor	P32239	SINGLE PROTEIN	Homo sapiens	1733	2391
CHEMBL231	127	Histamine H1 receptor	P35367	SINGLE PROTEIN	Homo sapiens	2934	4314
CHEMBL1833	227	Serotonin 2b (5-HT2b) receptor	P41595	SINGLE PROTEIN	Homo sapiens	2500	4234
CHEMBL210	43	Beta-2 adrenergic receptor	P07550	SINGLE PROTEIN	Homo sapiens	4485	6994
CHEMBL214	51	Serotonin 1a (5-HT1a) receptor	P08908	SINGLE PROTEIN	Homo sapiens	4307	7008
CHEMBL3155	10209	Serotonin 7 (5-HT7) receptor	P34969	SINGLE PROTEIN	Homo sapiens	1836	2435
CHEMBL3157	10034	Bradykinin B2 receptor	P30411	SINGLE PROTEIN	Homo sapiens	1562	2753
CHEMBL224	107	Serotonin 2a (5-HT2a) receptor	P28223	SINGLE PROTEIN	Homo sapiens	4550	6830
CHEMBL2035	215	Muscarinic acetylcholine receptor M5	P08912	SINGLE PROTEIN	Homo sapiens	1950	3278
CHEMBL2056	88	Dopamine D1 receptor	P21728	SINGLE PROTEIN	Homo sapiens	2745	4622
CHEMBL2325	12241	G protein-coupled receptor 80	Q6Y1R5	SINGLE PROTEIN	Rattus norvegicus	39	40
CHEMBL2413	10547	C-C chemokine receptor type 1	P32246	SINGLE PROTEIN	Homo sapiens	909	1324
CHEMBL309	12076	Muscarinic acetylcholine receptor M2	P10980	SINGLE PROTEIN	Rattus norvegicus	638	960
CHEMBL326	12742	Alpha-1d adrenergic receptor	P23944	SINGLE PROTEIN	Rattus norvegicus	1710	3106
CHEMBL259	10142	Melanocortin receptor 4	P32245	SINGLE PROTEIN	Homo sapiens	3938	7618
CHEMBL3041	10528	Mu opioid receptor	P79350	SINGLE PROTEIN	Bos taurus	67	121
CHEMBL339	14037	Dopamine D2 receptor	P61169	SINGLE PROTEIN	Rattus norvegicus	5202	7467
CHEMBL3196	11086	Melatonin receptor 1C	P49288	SINGLE PROTEIN	Gallus gallus	17	17
CHEMBL3222	10315	Delta opioid receptor	P32300	SINGLE PROTEIN	Mus musculus	1741	2660
CHEMBL3230	10809	Sphingosine 1-phosphate receptor Edg-6	O95977	SINGLE PROTEIN	Homo sapiens	691	853
CHEMBL3263	11299	Histamine H3 receptor	P58406	SINGLE PROTEIN	Mus musculus	343	401
CHEMBL318	12512	Adenosine A1 receptor	P25099	SINGLE PROTEIN	Rattus norvegicus	3433	5406
CHEMBL2659	12719	Vasopressin V1b receptor	P48974	SINGLE PROTEIN	Rattus norvegicus	53	69
CHEMBL2700	11005	Melanocortin receptor 4	P70596	SINGLE PROTEIN	Rattus norvegicus	19	31
CHEMBL2858	12471	Mu opioid receptor	P42866	SINGLE PROTEIN	Mus musculus	703	956
CHEMBL269	10526	Delta opioid receptor	P33533	SINGLE PROTEIN	Rattus norvegicus	2022	2957
CHEMBL3719	10058	Melanocortin receptor 4	P56450	SINGLE PROTEIN	Mus musculus	298	397
CHEMBL3764	10927	Urotensin II receptor	Q9UKP6	SINGLE PROTEIN	Homo sapiens	478	738
CHEMBL3766	10930	Vasopressin V2 receptor	Q00788	SINGLE PROTEIN	Rattus norvegicus	630	767
CHEMBL3996	10549	Oxytocin receptor	P70536	SINGLE PROTEIN	Rattus norvegicus	600	837
CHEMBL3933	20122	Prostanoid DP receptor	P70263	SINGLE PROTEIN	Mus musculus	101	209
CHEMBL3360	12171	Adenosine A3 receptor	P28647	SINGLE PROTEIN	Rattus norvegicus	492	706
CHEMBL3373	10031	Beta-2 adrenergic receptor	Q28044	SINGLE PROTEIN	Bos taurus	67	176
CHEMBL3406	12405	C-C chemokine receptor type 3	P51678	SINGLE PROTEIN	Mus musculus	11	15
CHEMBL3446	17005	Serotonin 2a (5-HT2a) receptor	Q75Z89	SINGLE PROTEIN	Bos taurus	144	162
CHEMBL3459	10577	Serotonin 1b (5-HT1b) receptor	P28564	SINGLE PROTEIN	Rattus norvegicus	1332	2285
CHEMBL3473	10548	C-C chemokine receptor type 3	P51677	SINGLE PROTEIN	Homo sapiens	1276	1551
CHEMBL4652	11260	Somatostatin receptor 1	P28646	SINGLE PROTEIN	Rattus norvegicus	149	154
CHEMBL4654	11298	Histamine H2 receptor	P25102	SINGLE PROTEIN	Rattus norvegicus	130	141
CHEMBL4691	18071	Proteinase activated receptor 4	Q96RI0	SINGLE PROTEIN	Homo sapiens	9	17
CHEMBL4701	11296	Histamine H1 receptor	P31390	SINGLE PROTEIN	Rattus norvegicus	181	251
CHEMBL4724	20003	Bradykinin B1 receptor	Q9BDQ5	SINGLE PROTEIN	Canis lupus familiaris	3	3
CHEMBL5071	20174	G protein-coupled receptor 44	Q9Y5Y4	SINGLE PROTEIN	Homo sapiens	1481	2733
CHEMBL344	19905	Melanin-concentrating hormone receptor 1	Q99705	SINGLE PROTEIN	Homo sapiens	3357	4750
CHEMBL4764	10022	Serotonin 7 (5-HT7) receptor	P32304	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL4820	10564	Prostanoid FP receptor	P37289	SINGLE PROTEIN	Bos taurus	34	37
CHEMBL4843	100138	C-X3-C chemokine receptor 1	P49238	SINGLE PROTEIN	Homo sapiens	57	60
CHEMBL4959	11168	Gastrin releasing peptide receptor	P30550	SINGLE PROTEIN	Homo sapiens	99	112
CHEMBL5017	20033	Serotonin 4 (5-HT4) receptor	O70528	SINGLE PROTEIN	Cavia porcellus	1311	2759
CHEMBL276	10647	Muscarinic acetylcholine receptor M1	P08482	SINGLE PROTEIN	Rattus norvegicus	1976	3212
CHEMBL5414	100863	Beta-2 adrenergic receptor	Q8K4Z4	SINGLE PROTEIN	Cavia porcellus	683	1283
CHEMBL5494	100868	Serotonin 7 (5-HT7) receptor	P50407	SINGLE PROTEIN	Cavia porcellus	18	62
CHEMBL5495	100869	Melatonin receptor 1C	P49219	SINGLE PROTEIN	Xenopus laevis	33	48
CHEMBL5770	101549	C5a anaphylatoxin chemotactic receptor	P97520	SINGLE PROTEIN	Rattus norvegicus	5	5
CHEMBL5645	102414	Cysteinyl leukotriene receptor 1	Q2NNR5	SINGLE PROTEIN	Cavia porcellus	584	767
CHEMBL1075112	103038	G protein-coupled receptor 44	Q6XKD3	SINGLE PROTEIN	Rattus norvegicus	29	29
CHEMBL1075029	102981	A1 adenosine receptor	Q4VQ11	SINGLE PROTEIN	Sus scrofa	32	82
CHEMBL5717	101298	5-hydroxytryptamine receptor 1B	P49144	SINGLE PROTEIN	Oryctolagus cuniculus	2	3
CHEMBL5741	101531	Type-1A angiotensin II receptor	P29754	SINGLE PROTEIN	Mus musculus	45	45
CHEMBL5815	101345	C-C chemokine receptor type 9	P51686	SINGLE PROTEIN	Homo sapiens	4	7
CHEMBL1075218	102914	Cysteinyl leukotriene receptor 1	Q924T8	SINGLE PROTEIN	Rattus norvegicus	2	3
CHEMBL1628481	103800	Apelin receptor	P35414	SINGLE PROTEIN	Homo sapiens	125	150
CHEMBL5872	102690	G-protein coupled estrogen receptor 1	Q99527	SINGLE PROTEIN	Homo sapiens	11	68
CHEMBL1949484	104454	Pyroglutamylated RFamide peptide receptor	P83858	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL1795181	104261	Thromboxane A2 receptor	P30987	SINGLE PROTEIN	Mus musculus	30	37
CHEMBL2069161	104598	Probable G-protein coupled receptor 142	Q7Z601	SINGLE PROTEIN	Homo sapiens	107	194
CHEMBL2029193	104527	Melanin-concentrating hormone receptor 1	Q8MJ89	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL2111415	104923	Cannabinoid receptor	P47936, P47746	PROTEIN FAMILY	Mus musculus	63	71
CHEMBL2111447	104964	Alpha adrenergic receptor 1A and 1D	P43140, P23944	SELECTIVITY GROUP	Rattus norvegicus	98	103
CHEMBL1909491	104336	Prostaglandin F2-alpha receptor	Q28905	SINGLE PROTEIN	Ovis aries	1	2
CHEMBL2093870	104686	Serotonin 2 (5-HT2) receptor	P14842, P30994, P08909	PROTEIN FAMILY	Rattus norvegicus	1564	2052
CHEMBL2095185	104769	Cholecystokinin receptor	P32238, P32239	PROTEIN FAMILY	Homo sapiens	405	506
CHEMBL2094109	104691	Muscarinic acetylcholine receptor	P08172, P11229, P08173, P08912, P20309	PROTEIN FAMILY	Homo sapiens	507	1041
CHEMBL2096910	104847	Dopamine receptors; D1 & D2	P18901, P61169	SELECTIVITY GROUP	Rattus norvegicus	183	258
CHEMBL2109245	104906	Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor	P61168, P34968, P35363, Q02152	SELECTIVITY GROUP	Mus musculus	81	105
CHEMBL2094129	104711	Opioid receptor	P33535, Q9R0C9, P33533, P34975	PROTEIN FAMILY	Rattus norvegicus	512	987
CHEMBL2384898	107601	N-arachidonyl glycine receptor	Q14330	SINGLE PROTEIN	Homo sapiens	91	216
CHEMBL2111465	104991	Opioid receptor (mu and kappa)	P41144, P97266	SELECTIVITY GROUP	Cavia porcellus	71	114
CHEMBL3232679	108267	Gonadotropin-releasing hormone receptor	Q01776	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3091260	107971	Kappa-type opioid receptor	G3HZR5	SINGLE PROTEIN	Cricetulus griseus	6	12
