Index	HGNC	Symbol	UniProt	Chromosome
11569	HGNC:19353	SIN3A	Q96ST3 SIN3 transcription regulator family member A	15q22.33
11570	HGNC:19354	SIN3B	O75182 SIN3 transcription regulator family member B	19p13.12
11571	HGNC:19355	JMJD6	Q6NYC1 jumonji domain containing 6	17q25
11572	HGNC:19356	COPZ2	Q9P299 coatomer protein complex, subunit zeta 2	17q21.2
11573	HGNC:19357	GGNBP2	Q9H3C7 gametogenetin binding protein 2	17q21.1
11574	HGNC:19358	ALG12	Q9BV10 ALG12, alpha-1,6-mannosyltransferase	22q13.33
11575	HGNC:19359	C1QL3	Q5VWW1 complement component 1, q subcomponent-like 3	10p13
11576	HGNC:19360	KLHL12	Q53G59 kelch-like family member 12	1q32.1
11577	HGNC:19364	RTKN2	Q8IZC4 rhotekin 2	10q21.3
11578	HGNC:19365	PANK3	Q9H999 pantothenate kinase 3	5q35.1
11579	HGNC:19366	PANK4	Q9NVE7 pantothenate kinase 4	1p36.32
11580	HGNC:19367	FAM13A	O94988 family with sequence similarity 13, member A	4q22.1
11581	HGNC:19368	HYDIN	Q4G0P3 HYDIN, axonemal central pair apparatus protein	16q22.2
11582	HGNC:19369	PPHLN1	Q8NEY8 periphilin 1	12q12
11583	HGNC:19371	FAM13C	Q8NE31 family with sequence similarity 13, member C	10q21
11584	HGNC:19372	IL31	Q6EBC2 interleukin 31	12q24.31
11585	HGNC:19373	TP53I3	Q53FA7 tumor protein p53 inducible protein 3	2p23.3
11586	HGNC:19374	NKRF	O15226 NFKB repressing factor	Xq24
11587	HGNC:19375	SLC25A23	Q9BV35 solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	19p13.1
11588	HGNC:19382	SOCS2	O14508 suppressor of cytokine signaling 2	12q
11589	HGNC:19383	SOCS1	O15524 suppressor of cytokine signaling 1	16p13.13
11590	HGNC:19388	PPM1F	P49593 protein phosphatase, Mg2+/Mn2+ dependent, 1F	22q11.22
11591	HGNC:19391	SOCS3	O14543 suppressor of cytokine signaling 3	17q25.3
11592	HGNC:19392	SOCS4	Q8WXH5 suppressor of cytokine signaling 4	14q22.1
11593	HGNC:19398	PGBD1	Q96JS3 piggyBac transposable element derived 1	6p22.1
11594	HGNC:19399	PGBD2	Q6P3X8 piggyBac transposable element derived 2	1q
11595	HGNC:19400	PGBD3	Q8N328 piggyBac transposable element derived 3	10q11
11596	HGNC:19401	PGBD4	Q96DM1 piggyBac transposable element derived 4	15q13.1
11597	HGNC:19404	NOXO1	Q8NFA2 NADPH oxidase organizer 1	16p13.3
11598	HGNC:19405	PGBD5	Q8N414 piggyBac transposable element derived 5	1q42.13
11599	HGNC:19408	LRRTM1	Q86UE6 leucine rich repeat transmembrane neuronal 1	2p12
11600	HGNC:19409	LRRTM2	O43300 leucine rich repeat transmembrane neuronal 2	5q31
11601	HGNC:19410	LRRTM3	Q86VH5 leucine rich repeat transmembrane neuronal 3	10q22.1
11602	HGNC:19411	LRRTM4	Q86VH4 leucine rich repeat transmembrane neuronal 4	2p12
11603	HGNC:19412	ZMYND10	O75800 zinc finger, MYND-type containing 10	3p21.3
11604	HGNC:19414	DPY19L2	Q6NUT2 dpy-19-like 2 (C. elegans)	12q14.2
11605	HGNC:19417	ZNF404	Q494X3 zinc finger protein 404	19q13.31
11606	HGNC:19419	HS3ST5	Q8IZT8 heparan sulfate (glucosamine) 3-O-sulfotransferase 5	6q21
11607	HGNC:19420	STOML3	Q8TAV4 stomatin (EPB72)-like 3	13q13.2
11608	HGNC:19421	ING5	Q8WYH8 inhibitor of growth family, member 5	2q37.3
11609	HGNC:19422	TADA3	O75528 transcriptional adaptor 3	3p25.3
11610	HGNC:19423	ING4	Q9UNL4 inhibitor of growth family, member 4	12p13.32
11611	HGNC:19425	IPO9	Q96P70 importin 9	1q31.3
11612	HGNC:19426	IPO4	Q8TEX9 importin 4	14q11.2
11613	HGNC:19429	SLC41A1	Q8IVJ1 solute carrier family 41 (magnesium transporter), member 1	1q32.1
11614	HGNC:19431	CNIH1	O95406 cornichon family AMPA receptor auxiliary protein 1	14q22.1
11615	HGNC:19437	CCNB1IP1	Q9NPC3 cyclin B1 interacting protein 1, E3 ubiquitin protein ligase	14q11.2
11616	HGNC:19439	KCNK18	Q7Z418 potassium channel, subfamily K, member 18	10q26.11
11617	HGNC:19440	SBDS	Q9Y3A5 Shwachman-Bodian-Diamond syndrome	7q11.22
11618	HGNC:19441	MINA	Q8IUF8 MYC induced nuclear antigen	3q22.1
11619	HGNC:19562	OR2A25	A4D2G3 olfactory receptor, family 2, subfamily A, member 25	7q35
11620	HGNC:19569	OR2AK2	Q8NG84 olfactory receptor, family 2, subfamily AK, member 2	1q44
11621	HGNC:19573	OR2T10	Q8NGZ9 olfactory receptor, family 2, subfamily T, member 10	1q44
11622	HGNC:19574	OR2T11	Q8NH01 olfactory receptor, family 2, subfamily T, member 11 (gene/pseudogene)	1q44
11623	HGNC:19575	OR14I1	A6ND48 olfactory receptor, family 14, subfamily I, member 1	1q44
11624	HGNC:19576	OR2M5	A3KFT3 olfactory receptor, family 2, subfamily M, member 5	1q44
11625	HGNC:19578	OR2L13	Q8N349 olfactory receptor, family 2, subfamily L, member 13	1q44
11626	HGNC:19580	OR52A5	Q9H2C5 olfactory receptor, family 52, subfamily A, member 5	11p15.4
11627	HGNC:19583	OR4F21	O95013 olfactory receptor, family 4, subfamily F, member 21	8p23.3
11628	HGNC:19592	OR2T12	Q8NG77 olfactory receptor, family 2, subfamily T, member 12	1q44
11629	HGNC:19594	OR2M7	Q8NG81 olfactory receptor, family 2, subfamily M, member 7	1q44
11630	HGNC:19596	OR52Z1	P0C646 olfactory receptor, family 52, subfamily Z, member 1 (gene/pseudogene)	11p15.4
11631	HGNC:19597	OR51V1	Q9H2C8 olfactory receptor, family 51, subfamily V, member 1	11p15.4
11632	HGNC:19599	OR51B5	Q9H339 olfactory receptor, family 51, subfamily B, member 5	11p15.4
11633	HGNC:19600	OR51B6	Q9H340 olfactory receptor, family 51, subfamily B, member 6	11p15.4
11634	HGNC:19607	OR10AG1	Q8NH19 olfactory receptor, family 10, subfamily AG, member 1	11q11
11635	HGNC:19611	OR8U1	Q8NH10 olfactory receptor, family 8, subfamily U, member 1	11q11
11636	HGNC:19612	OR5J2	Q8NH18 olfactory receptor, family 5, subfamily J, member 2	11q11
11637	HGNC:19616	OR5B21	A6NL26 olfactory receptor, family 5, subfamily B, member 21	11q12.1
11638	HGNC:19620	OR2AT4	A6NND4 olfactory receptor, family 2, subfamily AT, member 4	11q13.4
11639	HGNC:19622	OR8G5	Q8NG78 olfactory receptor, family 8, subfamily G, member 5	11q24.1
11640	HGNC:19628	OR8S1	Q8NH09 olfactory receptor, family 8, subfamily S, member 1	12q13.2
11641	HGNC:19632	OR6C4	Q8NGE1 olfactory receptor, family 6, subfamily C, member 4	12q14.2
11642	HGNC:19650	CHST10	O43529 carbohydrate sulfotransferase 10	2q11.2
11643	HGNC:19651	SMAP1	Q8IYB5 small ArfGAP 1	6q12-q13
11644	HGNC:19653	SSX7	Q7RTT5 synovial sarcoma, X breakpoint 7	Xp11.23
11645	HGNC:19654	SSX8	Q7RTT4 synovial sarcoma, X breakpoint 8	Xp11.23
11646	HGNC:19656	OTOP1	Q7RTM1 otopetrin 1	4p16.2
11647	HGNC:19657	OTOP2	Q7RTS6 otopetrin 2	17q25.3
11648	HGNC:19658	OTOP3	Q7RTS5 otopetrin 3	17q25
11649	HGNC:19659	SLC36A3	Q495N2 solute carrier family 36, member 3	5q33.1
11650	HGNC:19660	SLC36A4	Q6YBV0 solute carrier family 36 (proton/amino acid symporter), member 4	11q21
11651	HGNC:19661	TNNI3K	Q59H18 TNNI3 interacting kinase	1p31.1
11652	HGNC:19662	GSTA5	Q7RTV2 glutathione S-transferase alpha 5	6p12.2
11653	HGNC:19663	GNG12	Q9UBI6 guanine nucleotide binding protein (G protein), gamma 12	1p31.2
11654	HGNC:19664	GNG8	Q9UK08 guanine nucleotide binding protein (G protein), gamma 8	19q13.32
11655	HGNC:19665	STXBP5	Q5T5C0 syntaxin binding protein 5 (tomosyn)	6q24.3
11656	HGNC:19666	STXBP6	Q8NFX7 syntaxin binding protein 6 (amisyn)	14q11.2
11657	HGNC:19667	WDR20	Q8TBZ3 WD repeat domain 20	14q32.31
11658	HGNC:19677	MYCBPAP	Q8TBZ2 MYCBP associated protein	17q21.33
11659	HGNC:19678	UCHL5	Q9Y5K5 ubiquitin carboxyl-terminal hydrolase L5	1q32
11660	HGNC:19679	AAK1	Q2M2I8 AP2 associated kinase 1	2p13.3
11661	HGNC:19680	GPBAR1	Q8TDU6 G protein-coupled bile acid receptor 1	2q35
11662	HGNC:19681	DUSP13	Q6B8I1 dual specificity phosphatase 13	10q23.1
11663	HGNC:19682	GSG2	Q8TF76 germ cell associated 2 (haspin)	17p13
11664	HGNC:19683	UHMK1	Q8TAS1 U2AF homology motif (UHM) kinase 1	1q23.1
11665	HGNC:19684	WEE2	P0C1S8 WEE1 homolog 2 (S. pombe)	7q32
11666	HGNC:19685	SEPHS1	P49903 selenophosphate synthetase 1	10p14
11667	HGNC:19686	SEPHS2	Q99611 selenophosphate synthetase 2	16p11.2
11668	HGNC:19687	EIF2AK4	Q9P2K8 eukaryotic translation initiation factor 2 alpha kinase 4	15q13.3
11669	HGNC:19688	PVRL4	Q96NY8 poliovirus receptor-related 4	1q22-q23.2
11670	HGNC:19689	RD3	Q7Z3Z2 retinal degeneration 3	1q32.3
11671	HGNC:19691	MECR	Q9BV79 mitochondrial trans-2-enoyl-CoA reductase	1p35.3
11672	HGNC:19692	NRBF2	Q96F24 nuclear receptor binding factor 2	10q22.1
11673	HGNC:19693	COQ4	Q9Y3A0 coenzyme Q4	9q34.2
11674	HGNC:19694	STXBP4	Q6ZWJ1 syntaxin binding protein 4	17q22
11675	HGNC:19695	FGFBP1	Q14512 fibroblast growth factor binding protein 1	4p15.32
11676	HGNC:19696	GRPEL1	Q9HAV7 GrpE-like 1, mitochondrial (E. coli)	4p16
11677	HGNC:19697	KCNG4	Q8TDN1 potassium voltage-gated channel, subfamily G, member 4	16q24.1
11678	HGNC:19698	KCNV2	Q8TDN2 potassium channel, subfamily V, member 2	9p24.2
11679	HGNC:19699	PLK2	Q9NYY3 polo-like kinase 2	5q12.1-q13.2
11680	HGNC:19700	CNKSR1	Q969H4 connector enhancer of kinase suppressor of Ras 1	1p35.3
11681	HGNC:19701	CNKSR2	Q8WXI2 connector enhancer of kinase suppressor of Ras 2	Xp22.12
11682	HGNC:19702	POM121	Q96HA1 POM121 transmembrane nucleoporin	7q11.23
11683	HGNC:19703	ULK3	Q6PHR2 unc-51 like kinase 3	15q24.1
11684	HGNC:19705	ANGPTL5	Q86XS5 angiopoietin-like 5	11q22.2
11685	HGNC:19706	ADAMTSL4	Q6UY14 ADAMTS-like 4	1q21.2
11686	HGNC:19708	LDHD	Q86WU2 lactate dehydrogenase D	16q22.3
11687	HGNC:19710	HHIPL1	Q96JK4 HHIP-like 1	14q32
11688	HGNC:19711	DISP1	Q96F81 dispatched homolog 1 (Drosophila)	1q42.12
11689	HGNC:19712	DISP2	A7MBM2 dispatched homolog 2 (Drosophila)	15q14
11690	HGNC:19714	DDHD1	Q8NEL9 DDHD domain containing 1	14q21
11691	HGNC:19715	CLSPN	Q9HAW4 claspin	1p34.3
11692	HGNC:19716	GSG1	Q2KHT4 germ cell associated 1	12p13.31
11693	HGNC:19718	RXFP1	Q9HBX9 relaxin/insulin-like family peptide receptor 1	4q31.3
11694	HGNC:19719	LGR6	Q9HBX8 leucine-rich repeat containing G protein-coupled receptor 6	1q32.1
11695	HGNC:19721	CANT1	Q8WVQ1 calcium activated nucleotidase 1	17q25.3
11696	HGNC:19729	FAM27A	Q5VT28 family with sequence similarity 27, member A	9p11.2
11697	HGNC:19731	DHRS4L2	Q6PKH6 dehydrogenase/reductase (SDR family) member 4 like 2	14q11.2
11698	HGNC:19732	DHRS4L1	P0CG22 dehydrogenase/reductase (SDR family) member 4 like 1	14q11.2
11699	HGNC:19733	XPO6	Q96QU8 exportin 6	16p11.2
11700	HGNC:19735	EPM2AIP1	Q7L775 EPM2A (laforin) interacting protein 1	3p22.1
11701	HGNC:19736	FAM170B	A6NMN3 family with sequence similarity 170, member B	10q11.23
11702	HGNC:19737	TENC1	Q63HR2 tensin like C1 domain containing phosphatase (tensin 2)	12q13.13
11703	HGNC:19739	TTC6	Q86TZ1 tetratricopeptide repeat domain 6	14q13.1
11704	HGNC:19740	PCNX	Q96RV3 pecanex homolog (Drosophila)	14q24.2
11705	HGNC:19741	KLHL28	Q9NXS3 kelch-like family member 28	14q21.1
11706	HGNC:19742	LRR1	Q96L50 leucine rich repeat protein 1	14q21.3
11707	HGNC:19743	POMT2	Q9UKY4 protein-O-mannosyltransferase 2	14q24
11708	HGNC:19744	SRGAP3	O43295 SLIT-ROBO Rho GTPase activating protein 3	3p25.3
11709	HGNC:19745	ENTPD7	Q9NQZ7 ectonucleoside triphosphate diphosphohydrolase 7	10q23-q24
11710	HGNC:19747	EVC2	Q86UK5 Ellis van Creveld syndrome 2	4p16.2-p16.1
11711	HGNC:19748	ACOT4	Q8N9L9 acyl-CoA thioesterase 4	14q24.1
11712	HGNC:19750	TTC7A	Q9ULT0 tetratricopeptide repeat domain 7A	2p16.3
11713	HGNC:19751	SRGAP2	O75044 SLIT-ROBO Rho GTPase activating protein 2	1q32.1
11714	HGNC:19752	FNBP4	Q8N3X1 formin binding protein 4	11q12.1
11715	HGNC:19753	IFI27L2	Q9H2X8 interferon, alpha-inducible protein 27-like 2	14q32.13
11716	HGNC:19754	IFI27L1	Q96BM0 interferon, alpha-inducible protein 27-like 1	14q32.13
11717	HGNC:19760	RUFY1	Q96T51 RUN and FYVE domain containing 1	5q35.3
11718	HGNC:19761	RUFY2	Q8WXA3 RUN and FYVE domain containing 2	10q22.2
11719	HGNC:19762	ZFPM1	Q8IX07 zinc finger protein, FOG family member 1	16q24.2
11720	HGNC:19763	ASB12	Q8WXK4 ankyrin repeat and SOCS box containing 12	Xq11.1
11721	HGNC:19764	HES5	Q5TA89 hes family bHLH transcription factor 5	1p36
11722	HGNC:19765	ASB13	Q8WXK3 ankyrin repeat and SOCS box containing 13	10p15.1
11723	HGNC:19766	ASB14	A6NK59 ankyrin repeat and SOCS box containing 14	3p21.1
11724	HGNC:19767	ASB15	Q8WXK1 ankyrin repeat and SOCS box containing 15	7q31.31
11725	HGNC:19768	ASB16	Q96NS5 ankyrin repeat and SOCS box containing 16	17q21.31
11726	HGNC:19769	ASB17	Q8WXJ9 ankyrin repeat and SOCS box containing 17	1p22.3
11727	HGNC:19770	ASB18	Q6ZVZ8 ankyrin repeat and SOCS box containing 18	2q37.2
11728	HGNC:19818	EPB41L4B	Q9H329 erythrocyte membrane protein band 4.1 like 4B	9q22.1-q22.3
11729	HGNC:19819	EPB41L5	Q9HCM4 erythrocyte membrane protein band 4.1 like 5	2q14.2
11730	HGNC:19824	SYF2	O95926 SYF2 pre-mRNA-splicing factor	1p36.11
11731	HGNC:19825	TSSK4	Q6SA08 testis-specific serine kinase 4	14q11.2
11732	HGNC:19826	NOP9	Q86U38 NOP9 nucleolar protein	14q12
11733	HGNC:19829	FAM177A1	Q8N128 family with sequence similarity 177, member A1	14q13.2
11734	HGNC:19832	CLEC14A	Q86T13 C-type lectin domain family 14, member A	14q21.1
11735	HGNC:19833	FBXO33	Q7Z6M2 F-box protein 33	14q13.3
11736	HGNC:19834	C14orf28	Q4W4Y0 chromosome 14 open reading frame 28	14q21.2
11737	HGNC:19835	MDGA2	Q7Z553 MAM domain containing glycosylphosphatidylinositol anchor 2	14q21.2
11738	HGNC:19836	KLHDC1	Q8N7A1 kelch domain containing 1	14q21.3
11739	HGNC:19837	ABHD12B	Q7Z5M8 abhydrolase domain containing 12B	14q21.3
11740	HGNC:19839	FRMD6	Q96NE9 FERM domain containing 6	14q22.1
11741	HGNC:19840	MAPK1IP1L	Q8NDC0 mitogen-activated protein kinase 1 interacting protein 1-like	14q22.1
11742	HGNC:19841	TBPL2	Q6SJ96 TATA box binding protein like 2	14q22.2
11743	HGNC:19844	NAA30	Q147X3 N(alpha)-acetyltransferase 30, NatC catalytic subunit	14q22.2
11744	HGNC:19845	SLC35F4	A4IF30 solute carrier family 35, member F4	14q22.3
11745	HGNC:19846	C14orf37	Q86TY3 chromosome 14 open reading frame 37	14q23.1
11746	HGNC:19847	CCDC175	P0C221 coiled-coil domain containing 175	14q23.1
11747	HGNC:19849	C14orf39	Q8N1H7 chromosome 14 open reading frame 39	14q23.1
11748	HGNC:19853	ELMSAN1	Q6PJG2 ELM2 and Myb/SANT-like domain containing 1	14q24.3
11749	HGNC:19854	FAM161B	Q96MY7 family with sequence similarity 161, member B	14q24.2
11750	HGNC:19855	CCDC176	Q8ND07 coiled-coil domain containing 176	14q24.3
11751	HGNC:19856	LIN52	Q52LA3 lin-52 homolog (C. elegans)	14q24.2
11752	HGNC:19857	ISCA2	Q86U28 iron-sulfur cluster assembly 2	14q24.2
11753	HGNC:19858	TTC7B	Q86TV6 tetratricopeptide repeat domain 7B	14q32.12
11754	HGNC:19859	TC2N	Q8N9U0 tandem C2 domains, nuclear	14q32.12
11755	HGNC:19861	SYNE3	Q6ZMZ3 spectrin repeat containing, nuclear envelope family member 3	14q32.13
11756	HGNC:19863	SLC38A6	Q8IZM9 solute carrier family 38, member 6	14q23.1
11757	HGNC:19864	POU2F3	Q9UKI9 POU class 2 homeobox 3	11q23.3
11758	HGNC:19866	MBTD1	Q05BQ5 mbt domain containing 1	17q24.1
11759	HGNC:19867	VN1R3	Q9BXE9 vomeronasal 1 receptor 3 (gene/pseudogene)	16p11.2
11760	HGNC:19868	DOK4	Q8TEW6 docking protein 4	16q13
11761	HGNC:19869	SCARF2	Q96GP6 scavenger receptor class F, member 2	22q11.21
11762	HGNC:19870	VN1R5	Q7Z5H4 vomeronasal 1 receptor 5 (gene/pseudogene)	1q44
11763	HGNC:19871	VN1R4	Q7Z5H5 vomeronasal 1 receptor 4	19q13.42
11764	HGNC:19872	VN1R2	Q8NFZ6 vomeronasal 1 receptor 2	19q13.42
11765	HGNC:19873	GALNT10	Q86SR1 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	5q34
11766	HGNC:19874	BRD8	Q9H0E9 bromodomain containing 8	5q31
11767	HGNC:19875	GALNT11	Q8NCW6 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)	7q36.1
11768	HGNC:19876	EPC1	Q9H2F5 enhancer of polycomb homolog 1 (Drosophila)	10p11
11769	HGNC:19877	GALNT12	Q8IXK2 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)	9q22.33
11770	HGNC:19880	EMILIN1	Q9Y6C2 elastin microfibril interfacer 1	2p23.3-p23.2
11771	HGNC:19881	EMILIN2	Q9BXX0 elastin microfibril interfacer 2	18p11.3
11772	HGNC:19883	ZBTB49	Q6ZSB9 zinc finger and BTB domain containing 49	4p16.2
11773	HGNC:19884	HOOK1	Q9UJC3 hook microtubule-tethering protein 1	1p32.1
11774	HGNC:19885	HOOK2	Q96ED9 hook microtubule-tethering protein 2	19p13.2
11775	HGNC:19888	MMRN2	Q9H8L6 multimerin 2	10q23.31
11776	HGNC:19889	NLE1	Q9NVX2 notchless homolog 1 (Drosophila)	17q12
11777	HGNC:19891	PDZD3	Q86UT5 PDZ domain containing 3	11q23.3
11778	HGNC:19893	GPR133	Q6QNK2 G protein-coupled receptor 133	12q24.33
11779	HGNC:19894	TRAPPC1	Q9Y5R8 trafficking protein particle complex 1	17p13.1
11780	HGNC:19895	GBP5	Q96PP8 guanylate binding protein 5	1p22.2
11781	HGNC:19897	BTBD6	Q96KE9 BTB (POZ) domain containing 6	14q32.33
11782	HGNC:19898	CHST9	Q7L1S5 carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	18q11.2
11783	HGNC:19899	ZFAT	Q9P243 zinc finger and AT hook domain containing	8q24.23
11784	HGNC:19901	RRAGB	Q5VZM2 Ras-related GTP binding B	Xp11.21
11785	HGNC:19902	RRAGC	Q9HB90 Ras-related GTP binding C	1p34
11786	HGNC:19903	RRAGD	Q9NQL2 Ras-related GTP binding D	6q15-q16
11787	HGNC:19904	ZNF407	Q9C0G0 zinc finger protein 407	18q23
11788	HGNC:19905	ODF3	Q96PU9 outer dense fiber of sperm tails 3	11p15.5
11789	HGNC:19906	P2RY10	O00398 purinergic receptor P2Y, G-protein coupled, 10	Xq21.1
11790	HGNC:19907	UBE2R2	Q712K3 ubiquitin-conjugating enzyme E2R 2	9p11.2
11791	HGNC:19909	RPP25L	Q8N5L8 ribonuclease P/MRP 25kDa subunit-like	9p11.2
11792	HGNC:19910	NOL6	Q9H6R4 nucleolar protein 6 (RNA-associated)	9p12
11793	HGNC:19911	DCAF12	Q5T6F0 DDB1 and CUL4 associated factor 12	9p11.2
11794	HGNC:19916	KIF24	Q5T7B8 kinesin family member 24	9p13.3
11795	HGNC:19918	KIAA1161	Q6NSJ0 KIAA1161	9p11.2
11796	HGNC:19919	C9orf24	Q8NCR6 chromosome 9 open reading frame 24	9p11.2
11797	HGNC:19920	FAM219A	Q8IW50 family with sequence similarity 219, member A	9p11.2
11798	HGNC:19940	AQP11	Q8NBQ7 aquaporin 11	11q13.5
11799	HGNC:19941	AQP12A	Q8IXF9 aquaporin 12A	2q37.3
11800	HGNC:19942	TRAPPC3	O43617 trafficking protein particle complex 3	1p34.2
11801	HGNC:19943	TRAPPC4	Q9Y296 trafficking protein particle complex 4	11q23.3
11802	HGNC:19946	CAMSAP1	Q5T5Y3 calmodulin regulated spectrin-associated protein 1	9q34.3
11803	HGNC:19949	POP7	O75817 processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)	7q22
11804	HGNC:19950	RDM1	Q8NG50 RAD52 motif 1	17q11.2
11805	HGNC:19952	PLSCR5	A0PG75 phospholipid scramblase family, member 5	3q24
11806	HGNC:19953	SGPP2	Q8IWX5 sphingosine-1-phosphate phosphatase 2	2q36.3
11807	HGNC:19954	SLC25A22	Q9H936 solute carrier family 25 (mitochondrial carrier: glutamate), member 22	11p15.5
11808	HGNC:19955	KIAA0125	Q9NZY2 KIAA0125	14q32.33
11809	HGNC:19956	KIAA0247	Q92537 KIAA0247	14q24.1
11810	HGNC:19957	TECPR2	O15040 tectonin beta-propeller repeat containing 2	14q32.33
11811	HGNC:19958	KIAA0391	O15091 KIAA0391	14q13.2
11812	HGNC:19959	FAM179B	Q9Y4F4 family with sequence similarity 179, member B	14q21.3
11813	HGNC:19960	KIAA0586	Q9BVV6 KIAA0586	14q23.1
11814	HGNC:19961	ANGEL1	Q9UNK9 angel homolog 1 (Drosophila)	14q24.3
11815	HGNC:19962	ATG14	Q6ZNE5 autophagy related 14	14q22.2
11816	HGNC:19963	TTLL5	Q6EMB2 tubulin tyrosine ligase-like family, member 5	14q24.3
11817	HGNC:19964	VASH1	Q7L8A9 vasohibin 1	14q24.3
11818	HGNC:19965	TXNDC16	Q9P2K2 thioredoxin domain containing 16	14q22.1
11819	HGNC:19966	UNC79	Q9P2D8 unc-79 homolog (C. elegans)	14q32.13
11820	HGNC:19967	CCDC88C	Q9P219 coiled-coil domain containing 88C	14q32.12
11821	HGNC:19968	NAP1L5	Q96NT1 nucleosome assembly protein 1-like 5	4q21-q22
11822	HGNC:19970	MED6	O75586 mediator complex subunit 6	14q24.1
11823	HGNC:19971	MED8	Q96G25 mediator complex subunit 8	1p34.1
11824	HGNC:19972	CLMN	Q96JQ2 calmin (calponin-like, transmembrane)	14q32.13
11825	HGNC:19973	RHPN1	Q8TCX5 rhophilin, Rho GTPase binding protein 1	8q24.3
11826	HGNC:19974	RHPN2	Q8IUC4 rhophilin, Rho GTPase binding protein 2	19q13.12
11827	HGNC:19975	RDH10	Q8IZV5 retinol dehydrogenase 10 (all-trans)	8q21.11
11828	HGNC:19977	RDH12	Q96NR8 retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	14q24.1
11829	HGNC:19978	RDH13	Q8NBN7 retinol dehydrogenase 13 (all-trans/9-cis)	19q13.42
11830	HGNC:19979	RDH14	Q9HBH5 retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	2p24.2
11831	HGNC:19980	GNPNAT1	Q96EK6 glucosamine-phosphate N-acetyltransferase 1	14q22.1
11832	HGNC:19982	RAB19	A4D1S5 RAB19, member RAS oncogene family	7q34
11833	HGNC:19983	RAB43	Q86YS6 RAB43, member RAS oncogene family	3q21.3
11834	HGNC:19985	SUB1	P53999 SUB1 homolog (S. cerevisiae)	5p13.3
11835	HGNC:19986	CYCS	P99999 cytochrome c, somatic	7p21.2
11836	HGNC:19987	EPHA10	Q5JZY3 EPH receptor A10	1p34.3
11837	HGNC:19988	ANAPC1	Q9H1A4 anaphase promoting complex subunit 1	2q12.1
11838	HGNC:19989	ANAPC2	Q9UJX6 anaphase promoting complex subunit 2	9q34.3
11839	HGNC:19990	ANAPC4	Q9UJX5 anaphase promoting complex subunit 4	4p15.31
11840	HGNC:19991	GPR135	Q8IZ08 G protein-coupled receptor 135	14q23.1
11841	HGNC:19992	OPN5	Q6U736 opsin 5	6p12.3
11842	HGNC:19995	GPR139	Q6DWJ6 G protein-coupled receptor 139	16p13.11
11843	HGNC:19997	GPR141	Q7Z602 G protein-coupled receptor 141	7p14.1
11844	HGNC:19998	TNPO2	O14787 transportin 2	19p13.13
11845	HGNC:20001	PCSK9	Q8NBP7 proprotein convertase subtilisin/kexin type 9	1p34.1-p32
11846	HGNC:20038	DDX52	Q9Y2R4 DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	17q21.1
11847	HGNC:20039	CAP2	P40123 CAP, adenylate cyclase-associated protein, 2 (yeast)	6p22.3
11848	HGNC:20040	CAP1	Q01518 CAP, adenylate cyclase-associated protein 1 (yeast)	1p34.3
11849	HGNC:20041	ZNF408	Q9H9D4 zinc finger protein 408	11p11.2
11850	HGNC:20043	GEMIN5	Q8TEQ6 gem (nuclear organelle) associated protein 5	5q34
11851	HGNC:20044	GEMIN6	Q8WXD5 gem (nuclear organelle) associated protein 6	2p22.1
11852	HGNC:20045	GEMIN7	Q9H840 gem (nuclear organelle) associated protein 7	19q13.32
11853	HGNC:20059	USP33	Q8TEY7 ubiquitin specific peptidase 33	1p31
11854	HGNC:20060	USP31	Q70CQ4 ubiquitin specific peptidase 31	16p12.3
11855	HGNC:20061	USP35	Q9P2H5 ubiquitin specific peptidase 35	11q13.4
11856	HGNC:20062	USP36	Q9P275 ubiquitin specific peptidase 36	17q25.3
11857	HGNC:20063	USP37	Q86T82 ubiquitin specific peptidase 37	2q35
11858	HGNC:20064	USP44	Q9H0E7 ubiquitin specific peptidase 44	12q21.33
11859	HGNC:20065	USP30	Q70CQ3 ubiquitin specific peptidase 30	12q23.3
11860	HGNC:20066	USP34	Q70CQ2 ubiquitin specific peptidase 34	2p16.1-p15
11861	HGNC:20067	USP38	Q8NB14 ubiquitin specific peptidase 38	4q31.1
11862	HGNC:20068	USP42	Q9H9J4 ubiquitin specific peptidase 42	7p22.2
11863	HGNC:20069	USP40	Q9NVE5 ubiquitin specific peptidase 40	2q37.1
11864	HGNC:20070	USP41	Q3LFD5 ubiquitin specific peptidase 41	22q11.22
11865	HGNC:20071	USP39	Q53GS9 ubiquitin specific peptidase 39	2p11.2
11866	HGNC:20072	USP43	Q70EL4 ubiquitin specific peptidase 43	17p12
11867	HGNC:20073	SNX27	Q96L92 sorting nexin family member 27	1q21.3
