Symbol	UniProt	UMLS_CUI	SE_name	Qval
4470	XDH	P47989 xanthine dehydrogenase	C0025287	Meningism	6.4265e-09
4471	ADRA2A	P08913 adrenoceptor alpha 2A	C0025289	Meningitis	6.4265e-09
4472	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0025289	Meningitis	6.4265e-09
4473	ADRA2C	P18825 adrenoceptor alpha 2C	C0025289	Meningitis	6.4265e-09
4474	AKR1C3	P42330 aldo-keto reductase family 1, member C3	C0025289	Meningitis	6.4265e-09
4475	ADRA2B	P18089 adrenoceptor alpha 2B	C0025289	Meningitis	6.4265e-09
4476	ADRA1B	P35368 adrenoceptor alpha 1B	C0025289	Meningitis	6.4265e-09
4477	ADRA1A	P35348 adrenoceptor alpha 1A	C0025289	Meningitis	6.4265e-09
4478	AKR1C3	P42330 aldo-keto reductase family 1, member C3	C0025290	Meningitis aseptic	6.4265e-09
4479	DHFR	P00374 dihydrofolate reductase	C0025290	Meningitis aseptic	6.4265e-09
4480	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0025290	Meningitis aseptic	6.4265e-09
4481	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0025290	Meningitis aseptic	6.4265e-09
4482	AKR1C2	P52895 aldo-keto reductase family 1, member C2	C0025290	Meningitis aseptic	6.4265e-09
4483	F10	P00742 coagulation factor X	C0232943	Menometrorrhagia	6.4265e-09
4484	CNR1	P21554 cannabinoid receptor 1 (brain)	C0025319	Menopausal disorder	6.4265e-09
4485	DAGLA	Q9Y4D2 diacylglycerol lipase, alpha	C0025319	Menopausal disorder	6.4265e-09
4486	PLA2G7	Q13093 phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	C0025319	Menopausal disorder	6.4265e-09
4487	FDPS	P14324 farnesyl diphosphate synthase	C0025320	Menopause	6.4265e-09
4488	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0025320	Menopause	6.4265e-09
4489	F10	P00742 coagulation factor X	C0025323	Menorrhagia	6.4265e-09
4490	PGR	P06401 progesterone receptor	C0025323	Menorrhagia	6.4265e-09
4491	HRH1	P35367 histamine receptor H1	C0025323	Menorrhagia	6.4265e-09
4492	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0025345	Menstrual disorder	6.4265e-09
4493	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0025345	Menstrual disorder	6.4265e-09
4494	HRH1	P35367 histamine receptor H1	C0025345	Menstrual disorder	6.4265e-09
4495	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0025345	Menstrual disorder	6.4265e-09
4496	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0025345	Menstrual disorder	6.4265e-09
4497	DRD5	P21918 dopamine receptor D5	C0025345	Menstrual disorder	6.4265e-09
4498	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0025345	Menstrual disorder	6.4265e-09
4499	ADORA2A	P29274 adenosine A2a receptor	C0025345	Menstrual disorder	6.4265e-09
4500	HTR2B	P41595 5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	C0025345	Menstrual disorder	6.4265e-09
4501	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0025345	Menstrual disorder	6.4265e-09
4502	ANGPT1	Q15389 angiopoietin 1	C0025345	Menstrual disorder	6.4265e-09
4503	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0025345	Menstrual disorder	6.4265e-09
4504	HRH1	P35367 histamine receptor H1	C0240322	Menstruation delayed	6.4265e-09
4505	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0156404	Menstruation irregular	6.4265e-09
4506	DRD1	P21728 dopamine receptor D1	C0156404	Menstruation irregular	6.4265e-09
4507	DRD2	P14416 dopamine receptor D2	C0156404	Menstruation irregular	6.4265e-09
4508	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0156404	Menstruation irregular	6.4265e-09
4509	DRD4	P21917 dopamine receptor D4	C0156404	Menstruation irregular	6.4265e-09
4510	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0156404	Menstruation irregular	6.4265e-09
4511	DRD3	P35462 dopamine receptor D3	C0156404	Menstruation irregular	6.4265e-09
4512	NR3C2	P08235 nuclear receptor subfamily 3, group C, member 2	C0156404	Menstruation irregular	6.4265e-09
4513	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0156404	Menstruation irregular	6.4265e-09
4514	DRD5	P21918 dopamine receptor D5	C0156404	Menstruation irregular	6.4265e-09
4515	PGR	P06401 progesterone receptor	C0156404	Menstruation irregular	6.4265e-09
4516	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0156404	Menstruation irregular	6.4265e-09
4517	KDR	P35968 kinase insert domain receptor (a type III receptor tyrosine kinase)	C0004936	Mental disorder	6.4265e-09
4518	AKR1D1	P51857 aldo-keto reductase family 1, member D1	C0004936	Mental disorder	6.4265e-09
4519	ADRA1A	P35348 adrenoceptor alpha 1A	C0004936	Mental disorder	6.4265e-09
4520	SRD5A2	P31213 steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	C0004936	Mental disorder	6.4265e-09
4521	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C0004936	Mental disorder	6.4265e-09
4522	PDGFRB	P09619 platelet-derived growth factor receptor, beta polypeptide	C0004936	Mental disorder	6.4265e-09
4523	PGR	P06401 progesterone receptor	C0004936	Mental disorder	6.4265e-09
4524	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0004936	Mental disorder	6.4265e-09
4525	HRH1	P35367 histamine receptor H1	C0004936	Mental disorder	6.4265e-09
4526	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0004936	Mental disorder	6.4265e-09
4527	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0004936	Mental disorder	6.4265e-09
4528	ADRA2A	P08913 adrenoceptor alpha 2A	C0004936	Mental disorder	6.4265e-09
4529	HCRTR2	O43614 hypocretin (orexin) receptor 2	C0004936	Mental disorder	6.4265e-09
4530	ADRB1	P08588 adrenoceptor beta 1	C0004936	Mental disorder	6.4265e-09
4531	PDGFRA	P16234 platelet-derived growth factor receptor, alpha polypeptide	C0004936	Mental disorder	6.4265e-09
4532	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0004936	Mental disorder	6.4265e-09
4533	SIGMAR1	Q99720 sigma non-opioid intracellular receptor 1	C0004936	Mental disorder	6.4265e-09
4534	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0004936	Mental disorder	6.4265e-09
4535	CYP2R1	Q6VVX0 cytochrome P450, family 2, subfamily R, polypeptide 1	C0025362	Mental retardation	6.4265e-09
4536	XDH	P47989 xanthine dehydrogenase	C0856054	Mental status changes	6.4265e-09
4537	OPRM1	P35372 opioid receptor, mu 1	C0856054	Mental status changes	6.4265e-09
4538	CA13	Q8N1Q1 carbonic anhydrase XIII	C0220981	Metabolic acidosis	6.4265e-09
4539	CA9	Q16790 carbonic anhydrase IX	C0220981	Metabolic acidosis	6.4265e-09
4540	CA5B	Q9Y2D0 carbonic anhydrase VB, mitochondrial	C0220981	Metabolic acidosis	6.4265e-09
4541	CA1	P00915 carbonic anhydrase I	C0220981	Metabolic acidosis	6.4265e-09
4542	CA14	Q9ULX7 carbonic anhydrase XIV	C0220981	Metabolic acidosis	6.4265e-09
4543	CA6	P23280 carbonic anhydrase VI	C0220981	Metabolic acidosis	6.4265e-09
4544	CA3	P07451 carbonic anhydrase III, muscle specific	C0220981	Metabolic acidosis	6.4265e-09
4545	CA7	P43166 carbonic anhydrase VII	C0220981	Metabolic acidosis	6.4265e-09
4546	CA4	P22748 carbonic anhydrase IV	C0220981	Metabolic acidosis	6.4265e-09
4547	CA2	P00918 carbonic anhydrase II	C0220981	Metabolic acidosis	6.4265e-09
4548	CA12	O43570 carbonic anhydrase XII	C0220981	Metabolic acidosis	6.4265e-09
4549	CA5A	P35218 carbonic anhydrase VA, mitochondrial	C0220981	Metabolic acidosis	6.4265e-09
4550	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0025517	Metabolic disorder	6.4265e-09
4551	ADRB3	P13945 adrenoceptor beta 3	C0025517	Metabolic disorder	6.4265e-09
4552	PTGER1	P34995 prostaglandin E receptor 1 (subtype EP1), 42kDa	C0494165	Metastases to liver	6.4265e-09
4553	PTGER2	P43116 prostaglandin E receptor 2 (subtype EP2), 53kDa	C0494165	Metastases to liver	6.4265e-09
4554	PTGER4	P35408 prostaglandin E receptor 4 (subtype EP4)	C0494165	Metastases to liver	6.4265e-09
4555	DHFR	P00374 dihydrofolate reductase	C0025637	Methaemoglobinaemia	6.4265e-09
4556	CHRNA1	P02708 cholinergic receptor, nicotinic, alpha 1 (muscle)	C0025637	Methaemoglobinaemia	6.4265e-09
4557	CHRNG	P07510 cholinergic receptor, nicotinic, gamma (muscle)	C0025637	Methaemoglobinaemia	6.4265e-09
4558	KDR	P35968 kinase insert domain receptor (a type III receptor tyrosine kinase)	C0025874	Metrorrhagia	6.4265e-09
4559	NR3C2	P08235 nuclear receptor subfamily 3, group C, member 2	C0025874	Metrorrhagia	6.4265e-09
4560	TEK	Q02763 TEK tyrosine kinase, endothelial	C0025874	Metrorrhagia	6.4265e-09
4561	PDGFRA	P16234 platelet-derived growth factor receptor, alpha polypeptide	C0025874	Metrorrhagia	6.4265e-09
4562	SERPINA6	P08185 serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	C0025874	Metrorrhagia	6.4265e-09
4563	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0025874	Metrorrhagia	6.4265e-09
4564	PDGFRB	P09619 platelet-derived growth factor receptor, beta polypeptide	C0025874	Metrorrhagia	6.4265e-09
4565	F10	P00742 coagulation factor X	C0025874	Metrorrhagia	6.4265e-09
4566	ACE	P12821 angiotensin I converting enzyme	C0015934	Microsomia	6.4265e-09
4567	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0042035	Micturition disorder	6.4265e-09
4568	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0042035	Micturition disorder	6.4265e-09
4569	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0042035	Micturition disorder	6.4265e-09
4570	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0085606	Micturition urgency	6.4265e-09
4571	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0085606	Micturition urgency	6.4265e-09
4572	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0085606	Micturition urgency	6.4265e-09
4573	HSD17B1	P14061 hydroxysteroid (17-beta) dehydrogenase 1	C0085606	Micturition urgency	6.4265e-09
4574	SLC6A1	P30531 solute carrier family 6 (neurotransmitter transporter), member 1	C0085606	Micturition urgency	6.4265e-09
4575	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0085606	Micturition urgency	6.4265e-09
4576	HTR1F	P30939 5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled	C0085606	Micturition urgency	6.4265e-09
4577	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0085606	Micturition urgency	6.4265e-09
4578	DPP4	P27487 dipeptidyl-peptidase 4	C0149931	Migraine	6.4265e-09
4579	MTNR1B	P49286 melatonin receptor 1B	C0149931	Migraine	6.4265e-09
4580	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0149931	Migraine	6.4265e-09
4581	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0338480	Migraine without aura	6.4265e-09
4582	TEK	Q02763 TEK tyrosine kinase, endothelial	C0026113	Miliaria	6.4265e-09
4583	PDGFRB	P09619 platelet-derived growth factor receptor, beta polypeptide	C0026113	Miliaria	6.4265e-09
4584	KDR	P35968 kinase insert domain receptor (a type III receptor tyrosine kinase)	C0026113	Miliaria	6.4265e-09
4585	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0026113	Miliaria	6.4265e-09
4586	PDGFRA	P16234 platelet-derived growth factor receptor, alpha polypeptide	C0026113	Miliaria	6.4265e-09
4587	SERPINA6	P08185 serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	C0026113	Miliaria	6.4265e-09
4588	GABRD	O14764 gamma-aminobutyric acid (GABA) A receptor, delta	C0026205	Miosis	6.4265e-09
4589	KCNH2	Q12809 potassium voltage-gated channel, subfamily H (eag-related), member 2	C0026205	Miosis	6.4265e-09
4590	SLC6A3	Q01959 solute carrier family 6 (neurotransmitter transporter), member 3	C0026205	Miosis	6.4265e-09
4591	ADRA1D	P25100 adrenoceptor alpha 1D	C0026205	Miosis	6.4265e-09
4592	ADRA1B	P35368 adrenoceptor alpha 1B	C0026205	Miosis	6.4265e-09
4593	DRD3	P35462 dopamine receptor D3	C0026205	Miosis	6.4265e-09
4594	CHRNA4	P43681 cholinergic receptor, nicotinic, alpha 4 (neuronal)	C0026205	Miosis	6.4265e-09
4595	GPRASP1	Q5JY77 G protein-coupled receptor associated sorting protein 1	C0026205	Miosis	6.4265e-09
4596	ADRA2A	P08913 adrenoceptor alpha 2A	C0026205	Miosis	6.4265e-09
4597	WLS	Q5T9L3 wntless Wnt ligand secretion mediator	C0026205	Miosis	6.4265e-09
4598	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0026205	Miosis	6.4265e-09
4599	HTR2B	P41595 5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	C0026205	Miosis	6.4265e-09
4600	ADRA1A	P35348 adrenoceptor alpha 1A	C0026205	Miosis	6.4265e-09
4601	CHRNA10	Q9GZZ6 cholinergic receptor, nicotinic, alpha 10 (neuronal)	C0026205	Miosis	6.4265e-09
4602	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0026205	Miosis	6.4265e-09
4603	DRD4	P21917 dopamine receptor D4	C0026205	Miosis	6.4265e-09
4604	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0026205	Miosis	6.4265e-09
4605	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0026205	Miosis	6.4265e-09
4606	DOK4	Q8TEW6 docking protein 4	C0026205	Miosis	6.4265e-09
4607	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0026205	Miosis	6.4265e-09
4608	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C0026205	Miosis	6.4265e-09
4609	GJA4	P35212 gap junction protein, alpha 4, 37kDa	C0026205	Miosis	6.4265e-09
4610	ADRA2C	P18825 adrenoceptor alpha 2C	C0026205	Miosis	6.4265e-09
4611	GABRE	P78334 gamma-aminobutyric acid (GABA) A receptor, epsilon	C0026205	Miosis	6.4265e-09
4612	DRD5	P21918 dopamine receptor D5	C0026205	Miosis	6.4265e-09
4613	NR3C2	P08235 nuclear receptor subfamily 3, group C, member 2	C0085633	Mood swings	6.4265e-09
4614	SCN2A	Q99250 sodium channel, voltage-gated, type II, alpha subunit	C0085633	Mood swings	6.4265e-09
4615	OPRK1	P41145 opioid receptor, kappa 1	C0085633	Mood swings	6.4265e-09
4616	GABRA5	P31644 gamma-aminobutyric acid (GABA) A receptor, alpha 5	C0085633	Mood swings	6.4265e-09
4617	FGF4	P08620 fibroblast growth factor 4	C0085633	Mood swings	6.4265e-09
4618	AR	P10275 androgen receptor	C0085633	Mood swings	6.4265e-09
4619	PGR	P06401 progesterone receptor	C0085633	Mood swings	6.4265e-09
4620	GRIA2	P42262 glutamate receptor, ionotropic, AMPA 2	C0085633	Mood swings	6.4265e-09
4621	ADRB2	P07550 adrenoceptor beta 2, surface	C0085633	Mood swings	6.4265e-09
4622	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0085633	Mood swings	6.4265e-09
4623	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C0085633	Mood swings	6.4265e-09
4624	HRH1	P35367 histamine receptor H1	C0085633	Mood swings	6.4265e-09
4625	ADRB1	P08588 adrenoceptor beta 1	C0085633	Mood swings	6.4265e-09
4626	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0085633	Mood swings	6.4265e-09
4627	MAOB	P27338 monoamine oxidase B	C0085633	Mood swings	6.4265e-09
4628	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0085633	Mood swings	6.4265e-09
4629	SERPINA6	P08185 serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	C0085633	Mood swings	6.4265e-09
4630	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0085633	Mood swings	6.4265e-09
4631	GABRA4	P48169 gamma-aminobutyric acid (GABA) A receptor, alpha 4	C0085633	Mood swings	6.4265e-09
4632	MAOA	P21397 monoamine oxidase A	C0085633	Mood swings	6.4265e-09
4633	CHRNA4	P43681 cholinergic receptor, nicotinic, alpha 4 (neuronal)	C0085633	Mood swings	6.4265e-09
4634	OPRM1	P35372 opioid receptor, mu 1	C0085633	Mood swings	6.4265e-09
4635	OPRD1	P41143 opioid receptor, delta 1	C0085633	Mood swings	6.4265e-09
4636	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0085633	Mood swings	6.4265e-09
4637	ADRB3	P13945 adrenoceptor beta 3	C0085633	Mood swings	6.4265e-09
4638	GABRA3	P34903 gamma-aminobutyric acid (GABA) A receptor, alpha 3	C0085633	Mood swings	6.4265e-09
4639	GABRQ	Q9UN88 gamma-aminobutyric acid (GABA) A receptor, theta	C0085633	Mood swings	6.4265e-09
4640	GABRB3	P28472 gamma-aminobutyric acid (GABA) A receptor, beta 3	C0085633	Mood swings	6.4265e-09
4641	RNASE1	P07998 ribonuclease, RNase A family, 1 (pancreatic)	C0085633	Mood swings	6.4265e-09
4642	XDH	P47989 xanthine dehydrogenase	C0085633	Mood swings	6.4265e-09
4643	GRIK2	Q13002 glutamate receptor, ionotropic, kainate 2	C0085633	Mood swings	6.4265e-09
4644	GABRA2	P47869 gamma-aminobutyric acid (GABA) A receptor, alpha 2	C0085633	Mood swings	6.4265e-09
4645	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0085633	Mood swings	6.4265e-09
4646	CYP2A13	Q16696 cytochrome P450, family 2, subfamily A, polypeptide 13	C0234131	Motor dysfunction	6.4265e-09
4647	F10	P00742 coagulation factor X	C0029163	Mouth haemorrhage	6.4265e-09
4648	S100A13	Q99584 S100 calcium binding protein A13	C0149745	Mouth ulceration	6.4265e-09
4649	TYMS	P04818 thymidylate synthetase	C0149745	Mouth ulceration	6.4265e-09
4650	CYP3A4	P08684 cytochrome P450, family 3, subfamily A, polypeptide 4	C0149745	Mouth ulceration	6.4265e-09
4651	MTNR1A	P48039 melatonin receptor 1A	C0149745	Mouth ulceration	6.4265e-09
4652	NQO2	P16083 NAD(P)H dehydrogenase, quinone 2	C0149745	Mouth ulceration	6.4265e-09
4653	MTNR1B	P49286 melatonin receptor 1B	C0149745	Mouth ulceration	6.4265e-09
4654	CYP46A1	Q9Y6A2 cytochrome P450, family 46, subfamily A, polypeptide 1	C0149745	Mouth ulceration	6.4265e-09
4655	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0149745	Mouth ulceration	6.4265e-09
4656	S100A12	P80511 S100 calcium binding protein A12	C0149745	Mouth ulceration	6.4265e-09
4657	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0149745	Mouth ulceration	6.4265e-09
4658	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0026650	Movement disorder	6.4265e-09
4659	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0026650	Movement disorder	6.4265e-09
4660	HRH1	P35367 histamine receptor H1	C0026650	Movement disorder	6.4265e-09
4661	GABRA3	P34903 gamma-aminobutyric acid (GABA) A receptor, alpha 3	C0026650	Movement disorder	6.4265e-09
4662	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0026650	Movement disorder	6.4265e-09
4663	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0026650	Movement disorder	6.4265e-09
4664	GABRA2	P47869 gamma-aminobutyric acid (GABA) A receptor, alpha 2	C0026650	Movement disorder	6.4265e-09
4665	GABRB3	P28472 gamma-aminobutyric acid (GABA) A receptor, beta 3	C0026650	Movement disorder	6.4265e-09
4666	GABRG1	Q8N1C3 gamma-aminobutyric acid (GABA) A receptor, gamma 1	C0026650	Movement disorder	6.4265e-09
4667	ADRA1A	P35348 adrenoceptor alpha 1A	C0026650	Movement disorder	6.4265e-09
4668	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0026650	Movement disorder	6.4265e-09
4669	GABRP	O00591 gamma-aminobutyric acid (GABA) A receptor, pi	C0026650	Movement disorder	6.4265e-09
4670	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0026650	Movement disorder	6.4265e-09
4671	ADRA1D	P25100 adrenoceptor alpha 1D	C0026650	Movement disorder	6.4265e-09
4672	MAOB	P27338 monoamine oxidase B	C0026650	Movement disorder	6.4265e-09
4673	GABRQ	Q9UN88 gamma-aminobutyric acid (GABA) A receptor, theta	C0026650	Movement disorder	6.4265e-09
4674	GABRA5	P31644 gamma-aminobutyric acid (GABA) A receptor, alpha 5	C0026650	Movement disorder	6.4265e-09
4675	ADRA1B	P35368 adrenoceptor alpha 1B	C0026650	Movement disorder	6.4265e-09
4676	GABRG3	Q99928 gamma-aminobutyric acid (GABA) A receptor, gamma 3	C0026650	Movement disorder	6.4265e-09
4677	SCN2A	Q99250 sodium channel, voltage-gated, type II, alpha subunit	C0026650	Movement disorder	6.4265e-09
4678	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0854113	Mucosal dryness	6.4265e-09
4679	MAOB	P27338 monoamine oxidase B	C0236053	Mucosal ulceration	6.4265e-09
4680	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0026766	Multi-organ failure	6.4265e-09
4681	DHODH	Q02127 dihydroorotate dehydrogenase (quinone)	C0026769	Multiple sclerosis	6.4265e-09
4682	ACHE	P22303 acetylcholinesterase (Yt blood group)	C0235086	Muscle contractions involuntary	6.4265e-09
4683	ACE	P12821 angiotensin I converting enzyme	C0009917	Muscle contracture	6.4265e-09
4684	F10	P00742 coagulation factor X	C0151702	Muscle haemorrhage	6.4265e-09
4685	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0026837	Muscle rigidity	6.4265e-09
4686	OPRK1	P41145 opioid receptor, kappa 1	C0026837	Muscle rigidity	6.4265e-09
4687	HRH1	P35367 histamine receptor H1	C0026837	Muscle rigidity	6.4265e-09
4688	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0026837	Muscle rigidity	6.4265e-09
4689	OPRD1	P41143 opioid receptor, delta 1	C0026837	Muscle rigidity	6.4265e-09
4690	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0026837	Muscle rigidity	6.4265e-09
4691	DRD4	P21917 dopamine receptor D4	C0026837	Muscle rigidity	6.4265e-09
4692	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0026837	Muscle rigidity	6.4265e-09
4693	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0026837	Muscle rigidity	6.4265e-09
4694	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0026837	Muscle rigidity	6.4265e-09
4695	DRD2	P14416 dopamine receptor D2	C0026837	Muscle rigidity	6.4265e-09
4696	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0026837	Muscle rigidity	6.4265e-09
4697	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0026837	Muscle rigidity	6.4265e-09
4698	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0026837	Muscle rigidity	6.4265e-09
4699	DRD3	P35462 dopamine receptor D3	C0026837	Muscle rigidity	6.4265e-09
4700	DRD1	P21728 dopamine receptor D1	C0026837	Muscle rigidity	6.4265e-09
4701	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0026837	Muscle rigidity	6.4265e-09
4702	SIGMAR1	Q99720 sigma non-opioid intracellular receptor 1	C0026837	Muscle rigidity	6.4265e-09
4703	DRD5	P21918 dopamine receptor D5	C0026837	Muscle rigidity	6.4265e-09
4704	PTGER1	P34995 prostaglandin E receptor 1 (subtype EP1), 42kDa	C0037763	Muscle spasms	6.4265e-09
4705	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0037763	Muscle spasms	6.4265e-09
4706	CHRNA4	P43681 cholinergic receptor, nicotinic, alpha 4 (neuronal)	C0037763	Muscle spasms	6.4265e-09
4707	ACHE	P22303 acetylcholinesterase (Yt blood group)	C0037763	Muscle spasms	6.4265e-09
4708	DRD5	P21918 dopamine receptor D5	C0037763	Muscle spasms	6.4265e-09
4709	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0037763	Muscle spasms	6.4265e-09
4710	AKR1C3	P42330 aldo-keto reductase family 1, member C3	C0037763	Muscle spasms	6.4265e-09
4711	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0037763	Muscle spasms	6.4265e-09
4712	PDE4B	Q07343 phosphodiesterase 4B, cAMP-specific	C0037763	Muscle spasms	6.4265e-09
4713	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0037763	Muscle spasms	6.4265e-09
4714	DRD1	P21728 dopamine receptor D1	C0037763	Muscle spasms	6.4265e-09
4715	SLC6A3	Q01959 solute carrier family 6 (neurotransmitter transporter), member 3	C0037763	Muscle spasms	6.4265e-09
4716	SIGMAR1	Q99720 sigma non-opioid intracellular receptor 1	C0037763	Muscle spasms	6.4265e-09
4717	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0037763	Muscle spasms	6.4265e-09
4718	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0037763	Muscle spasms	6.4265e-09
4719	DRD2	P14416 dopamine receptor D2	C0037763	Muscle spasms	6.4265e-09
4720	DRD4	P21917 dopamine receptor D4	C0037763	Muscle spasms	6.4265e-09
4721	HRH1	P35367 histamine receptor H1	C0037763	Muscle spasms	6.4265e-09
4722	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0037763	Muscle spasms	6.4265e-09
4723	CA2	P00918 carbonic anhydrase II	C0037763	Muscle spasms	6.4265e-09
