P49758	HGNC:10002	RGS6	ENSG00000182732	regulator of G-protein signaling 6	Regulators of G-protein signaling
Q96KA5	HGNC:24308	CLPTM1L	ENSG00000049656	CLPTM1 like	None
Q8IY22	HGNC:24319	CMIP	ENSG00000153815	c-Maf inducing protein	None
P09603	HGNC:2432	CSF1	ENSG00000184371	colony stimulating factor 1	None
Q9NXV6	HGNC:24325	CDKN2AIP	ENSG00000168564	CDKN2A interacting protein	None
P04141	HGNC:2434	CSF2	ENSG00000164400	colony stimulating factor 2	None
Q9P0U4	HGNC:24343	CXXC1	ENSG00000154832	CXXC finger protein 1	PHD finger proteins
Q9H2F9	HGNC:24350	CCDC68	ENSG00000166510	coiled-coil domain containing 68	None
Q9P1Y6	HGNC:24351	PHRF1	ENSG00000070047	PHD and ring finger domains 1	Ring finger proteins
P32927	HGNC:2436	CSF2RB	ENSG00000100368	colony stimulating factor 2 receptor beta common subunit	CD molecules
Q8TF08	HGNC:24381	COX7B2	ENSG00000170516	cytochrome c oxidase subunit 7B2	Mitochondrial complex IV: cytochrome c oxidase subunits
Q96KP4	HGNC:24437	CNDP2	ENSG00000133313	CNDP dipeptidase 2 (metallopeptidase M20 family)	None
Q8IZS7	HGNC:24462	CLECL1	ENSG00000184293	C-type lectin like 1	None
Q8IUH3	HGNC:24468	RBM45	ENSG00000155636	RNA binding motif protein 45	RNA binding motif containing
Q6PGN9	HGNC:24472	PSRC1	ENSG00000134222	proline and serine rich coiled-coil 1	None
P48729	HGNC:2451	CSNK1A1	ENSG00000113712	casein kinase 1 alpha 1	None
Q5VZI3	HGNC:24513	TMEM268	ENSG00000157693	transmembrane protein 268	None
O95563	HGNC:24515	MPC2	ENSG00000143158	mitochondrial pyruvate carrier 2	None
Q8IYH5	HGNC:24523	ZZZ3	ENSG00000036549	zinc finger ZZ-type containing 3	Zinc fingers ZZ-type
Q9Y6M4	HGNC:2456	CSNK1G3	ENSG00000151292	casein kinase 1 gamma 3	None
Q7Z3B3	HGNC:24565	KANSL1	ENSG00000120071	KAT8 regulatory NSL complex subunit 1	None
Q5T6S3	HGNC:24566	PHF19	ENSG00000119403	PHD finger protein 19	PHD finger proteins
Q9BYI3	HGNC:24587	FAM126A	ENSG00000122591	family with sequence similarity 126 member A	None
Q86XP6	HGNC:24588	GKN2	ENSG00000183607	gastrokine 2	BRICHOS domain containing
Q4L180	HGNC:24589	FILIP1L	ENSG00000168386	filamin A interacting protein 1 like	None
P57772	HGNC:24614	EEFSEC	ENSG00000132394	eukaryotic elongation factor, selenocysteine-tRNA specific	None
Q96PD2	HGNC:24627	DCBLD2	ENSG00000057019	discoidin, CUB and LCCL domain containing 2	None
Q9UBC2	HGNC:24634	EPS15L1	ENSG00000127527	epidermal growth factor receptor pathway substrate 15 like 1	EF-hand domain containing
Q9NY74	HGNC:24648	ETAA1	ENSG00000143971	Ewing tumor associated antigen 1	None
O14594	HGNC:2465	NCAN	ENSG00000130287	neurocan	Endogenous ligands
B7ZAP0	HGNC:24663	RABGAP1L	ENSG00000152061	RAB GTPase activating protein 1 like	None
Q6Q8B3	HGNC:24665	CD200R1L	ENSG00000206531	CD200 receptor 1 like	C2-set domain containing
Q9BXR6	HGNC:24668	CFHR5	ENSG00000134389	complement factor H related 5	Complement system
Q8NFF5	HGNC:24671	FLAD1	ENSG00000160688	flavin adenine dinucleotide synthetase 1	None
Q9C0B1	HGNC:24678	FTO	ENSG00000140718	fat mass and obesity associated	Alkylation repair homologs
Q96IG2	HGNC:24679	FBXL20	ENSG00000108306	F-box and leucine rich repeat protein 20	F-box and leucine rich repeat proteins
Q5U651	HGNC:24716	RASIP1	ENSG00000105538	Ras interacting protein 1	None
Q96JJ7	HGNC:24718	TMX3	ENSG00000166479	thioredoxin related transmembrane protein 3	Protein disulfide isomerases
Q8N3J2	HGNC:24726	METTL4	ENSG00000101574	methyltransferase like 4	Methyltransferase like
Q1L5Z9	HGNC:24788	LONRF2	ENSG00000170500	LON peptidase N-terminal domain and ring finger 2	Ring finger proteins
Q6ZSC3	HGNC:24790	RBM43	ENSG00000184898	RNA binding motif protein 43	RNA binding motif containing
Q6ZRR9	HGNC:24799	DCDC5	None	doublecortin domain containing 5	None
O14545	HGNC:24808	TRAFD1	ENSG00000135148	TRAF-type zinc finger domain containing 1	None
A8MYZ6	HGNC:24814	FOXO6	ENSG00000204060	forkhead box O6	Forkhead boxes
Q9H5N1	HGNC:24817	RABEP2	ENSG00000177548	rabaptin, RAB GTPase binding effector protein 2	None
O95210	HGNC:24854	STBD1	ENSG00000118804	starch binding domain 1	None
Q7Z6B0	HGNC:24855	CCDC91	ENSG00000123106	coiled-coil domain containing 91	None
Q68CQ7	HGNC:24870	GLT8D1	ENSG00000016864	glycosyltransferase 8 domain containing 1	Glycosyltransferase family 8
Q0VAM2	HGNC:24881	RASGEF1B	ENSG00000138670	RasGEF domain family member 1B	None
Q4ZG55	HGNC:24885	GREB1	ENSG00000196208	growth regulation by estrogen in breast cancer 1	None
Q9Y2L6	HGNC:24886	FRMD4B	ENSG00000114541	FERM domain containing 4B	FERM domain containing
P07327	HGNC:249	ADH1A	ENSG00000187758	alcohol dehydrogenase 1A (class I), alpha polypeptide	Alcohol dehydrogenases
Q9Y520	HGNC:24903	PRRC2C	ENSG00000117523	proline rich coiled-coil 2C	None
Q969U7	HGNC:24929	PSMG2	ENSG00000128789	proteasome assembly chaperone 2	None
Q8TBP5	HGNC:24943	FAM174A	ENSG00000174132	family with sequence similarity 174 member A	None
Q8TEK3	HGNC:24948	DOT1L	ENSG00000104885	DOT1 like histone lysine methyltransferase	Lysine methyltransferases
P56545	HGNC:2495	CTBP2	ENSG00000175029	C-terminal binding protein 2	None
Q96KP1	HGNC:24968	EXOC2	ENSG00000112685	exocyst complex component 2	Exocyst complex
Q9Y5B0	HGNC:2498	CTDP1	ENSG00000060069	CTD phosphatase subunit 1	CTD family phosphatases
P00325	HGNC:250	ADH1B	ENSG00000196616	alcohol dehydrogenase 1B (class I), beta polypeptide	Alcohol dehydrogenases
Q9NWV8	HGNC:25008	BABAM1	ENSG00000105393	BRISC and BRCA1 A complex member 1	None
Q9NPD8	HGNC:25009	UBE2T	ENSG00000077152	ubiquitin conjugating enzyme E2 T	Ubiquitin conjugating enzymes E2
Q9HBL6	HGNC:25023	LRTM1	ENSG00000144771	leucine rich repeats and transmembrane domains 1	None
Q5TBK1	HGNC:25037	N4BP2L1	ENSG00000139597	NEDD4 binding protein 2 like 1	None
P16410	HGNC:2505	CTLA4	ENSG00000163599	cytotoxic T-lymphocyte associated protein 4	CD molecules
Q96GV9	HGNC:25052	C5orf30	ENSG00000181751	chromosome 5 open reading frame 30	None
Q8N0Z3	HGNC:25083	SPICE1	ENSG00000163611	spindle and centriole associated protein 1	None
P00326	HGNC:251	ADH1C	ENSG00000248144	alcohol dehydrogenase 1C (class I), gamma polypeptide	Alcohol dehydrogenases
P26232	HGNC:2510	CTNNA2	ENSG00000066032	catenin alpha 2	None
Q2VPB7	HGNC:25104	AP5B1	ENSG00000254470	adaptor related protein complex 5 beta 1 subunit	None
Q9UI47	HGNC:2511	CTNNA3	ENSG00000183230	catenin alpha 3	None
Q96IK1	HGNC:25114	BOD1	ENSG00000145919	biorientation of chromosomes in cell division 1	None
A0AVI4	HGNC:25137	TMEM129	ENSG00000168936	transmembrane protein 129	None
Q8NEG4	HGNC:25148	FAM83F	ENSG00000133477	family with sequence similarity 83 member F	None
Q96E16	HGNC:25166	SMIM19	ENSG00000176209	small integral membrane protein 19	None
Q96CS4	HGNC:25173	ZNF689	ENSG00000156853	zinc finger protein 689	Zinc fingers C2H2-type
Q96CS2	HGNC:25174	HAUS1	ENSG00000152240	HAUS augmin like complex subunit 1	HAUS augmin like complex 
Q96B21	HGNC:25194	TMEM45B	ENSG00000151715	transmembrane protein 45B	None
Q96AG3	HGNC:25198	SLC25A46	ENSG00000164209	solute carrier family 25 member 46	Solute carriers
P08319	HGNC:252	ADH4	ENSG00000198099	alcohol dehydrogenase 4 (class II), pi polypeptide	Alcohol dehydrogenases
Q8WV92	HGNC:25207	MITD1	ENSG00000158411	microtubule interacting and trafficking domain containing 1	None
Q8WTR8	HGNC:25208	NTN5	ENSG00000142233	netrin 5	Netrins
P17538	HGNC:2521	CTRB1	ENSG00000168925	chymotrypsinogen B1	None
Q6GPI1	HGNC:2522	CTRB2	ENSG00000168928	chymotrypsinogen B2	None
Q9H3L0	HGNC:25221	MMADHC	ENSG00000168288	methylmalonic aciduria and homocystinuria, cblD type	None
Q5TI25	HGNC:25232	NBPF14	ENSG00000270629	neuroblastoma breakpoint family member 14	Neuroblastoma breakpoint family
Q4KMQ2	HGNC:25240	ANO6	ENSG00000177119	anoctamin 6	Anoctamins
Q96B42	HGNC:25257	TMEM18	ENSG00000151353	transmembrane protein 18	None
P07858	HGNC:2527	CTSB	ENSG00000164733	cathepsin B	Cathepsins
P11766	HGNC:253	ADH5	ENSG00000197894	alcohol dehydrogenase 5 (class III), chi polypeptide	Alcohol dehydrogenases
Q6PCT2	HGNC:25300	FBXL19	ENSG00000099364	F-box and leucine rich repeat protein 19	PHD finger proteins
Q9UBX1	HGNC:2531	CTSF	ENSG00000174080	cathepsin F	Cathepsins
Q96NW4	HGNC:25310	ANKRD27	ENSG00000105186	ankyrin repeat domain 27	Ankyrin repeat domain containing
P09668	HGNC:2535	CTSH	ENSG00000103811	cathepsin H	Cathepsins
P43235	HGNC:2536	CTSK	ENSG00000143387	cathepsin K	Cathepsins
Q8TC26	HGNC:25380	TMEM163	ENSG00000152128	transmembrane protein 163	None
Q5VVW2	HGNC:25425	GARNL3	ENSG00000136895	GTPase activating Rap/RanGAP domain like 3	None
Q5T5P2	HGNC:25428	KIAA1217	ENSG00000120549	KIAA1217	None
Q9NSK7	HGNC:25443	C19orf12	ENSG00000131943	chromosome 19 open reading frame 12	None
Q8N3F9	HGNC:25445	GPR137C	ENSG00000180998	G protein-coupled receptor 137C	None
Q8TC92	HGNC:25474	ENOX1	ENSG00000120658	ecto-NOX disulfide-thiol exchanger 1	RNA binding motif containing
Q8N565	HGNC:25478	MREG	ENSG00000118242	melanoregulin	None
Q9NW97	HGNC:25488	TMEM51	ENSG00000171729	transmembrane protein 51	None
Q9P2Q2	HGNC:25491	FRMD4A	ENSG00000151474	FERM domain containing 4A	FERM domain containing
Q9NW81	HGNC:25496	ATP5SL	ENSG00000105341	ATP5S like	None
P28332	HGNC:255	ADH6	ENSG00000172955	alcohol dehydrogenase 6 (class V)	Alcohol dehydrogenases
Q13617	HGNC:2552	CUL2	ENSG00000108094	cullin 2	Cullins
Q8N5C6	HGNC:25521	SRBD1	ENSG00000068784	S1 RNA binding domain 1	None
Q9P209	HGNC:25547	CEP72	ENSG00000112877	centrosomal protein 72	None
Q9NVR2	HGNC:25548	INTS10	ENSG00000104613	integrator complex subunit 10	None
Q9NVJ2	HGNC:25564	ARL8B	ENSG00000134108	ADP ribosylation factor like GTPase 8B	ARF GTPase family
Q9NVE4	HGNC:25579	CCDC87	ENSG00000182791	coiled-coil domain containing 87	None
Q3KP66	HGNC:25599	C1orf106	ENSG00000163362	chromosome 1 open reading frame 106	None
P40394	HGNC:256	ADH7	ENSG00000196344	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	Alcohol dehydrogenases
Q9NV64	HGNC:25600	TMEM39A	ENSG00000176142	transmembrane protein 39A	None
Q5VIR6	HGNC:25608	VPS53	ENSG00000141252	VPS53, GARP complex subunit	None
P61073	HGNC:2561	CXCR4	ENSG00000121966	C-X-C motif chemokine receptor 4	CD molecules
Q9NUZ1	HGNC:25621	ACOXL	ENSG00000153093	acyl-CoA oxidase-like	None
Q96MT7	HGNC:25631	CFAP44	ENSG00000206530	cilia and flagella associated protein 44	WD repeat domain containing
Q6DN12	HGNC:25636	MCTP2	ENSG00000140563	multiple C2 and transmembrane domain containing 2	Multiple C2 and transmembrane domain containing
Q5VYX0	HGNC:25641	RNLS	ENSG00000184719	renalase, FAD dependent amine oxidase	None
Q5VWQ0	HGNC:25642	RSBN1	ENSG00000081019	round spermatid basic protein 1	None
Q8N682	HGNC:25645	DRAM1	ENSG00000136048	DNA damage regulated autophagy modulator 1	None
Q3KP44	HGNC:25681	ANKRD55	ENSG00000164512	ankyrin repeat domain 55	Ankyrin repeat domain containing
Q3L8U1	HGNC:25701	CHD9	ENSG00000177200	chromodomain helicase DNA binding protein 9	None
Q9H857	HGNC:25717	NT5DC2	ENSG00000168268	5'-nucleotidase domain containing 2	None
Q96C57	HGNC:25719	C12orf43	ENSG00000157895	chromosome 12 open reading frame 43	None
Q4KMZ8	HGNC:25743	NKAIN1	ENSG00000084628	Na+/K+ transporting ATPase interacting 1	Na+/K+ transporting ATPase interacting
Q9H0W8	HGNC:25763	SMG9	ENSG00000105771	SMG9, nonsense mediated mRNA decay factor	None
Q2KHR2	HGNC:25777	RFX7	ENSG00000181827	regulatory factor X7	Regulatory factor X family
Q14CX7	HGNC:25783	NAA25	ENSG00000111300	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	N(alpha)-acetyltransferase subunits
Q9H8W3	HGNC:25794	FAM204A	ENSG00000165669	family with sequence similarity 204 member A	None
Q9H8K7	HGNC:25822	C10orf88	ENSG00000119965	chromosome 10 open reading frame 88	None
Q14093	HGNC:2583	CYLC2	ENSG00000155833	cylicin 2	None
Q8TE85	HGNC:25839	GRHL3	ENSG00000158055	grainyhead like transcription factor 3	None
Q9NQC7	HGNC:2584	CYLD	ENSG00000083799	CYLD lysine 63 deubiquitinase	Ubiquitin specific peptidases
Q9H898	HGNC:25844	ZMAT4	ENSG00000165061	zinc finger matrin-type 4	Zinc fingers matrin-type
Q9H832	HGNC:25847	UBE2Z	ENSG00000159202	ubiquitin conjugating enzyme E2 Z	Ubiquitin conjugating enzymes E2
Q8TCF1	HGNC:25858	ZFAND1	ENSG00000104231	zinc finger AN1-type containing 1	Zinc fingers AN1-type
Q9H7T3	HGNC:25880	C10orf95	ENSG00000120055	chromosome 10 open reading frame 95	None
Q9H7R5	HGNC:25885	ZNF665	ENSG00000197497	zinc finger protein 665	Zinc fingers C2H2-type
Q96K80	HGNC:25893	ZC3H10	ENSG00000135482	zinc finger CCCH-type containing 10	Zinc fingers CCCH-type
Q96EX2	HGNC:25905	RNFT2	ENSG00000135119	ring finger protein, transmembrane 2	Ring finger proteins
P05093	HGNC:2593	CYP17A1	ENSG00000148795	cytochrome P450 family 17 subfamily A member 1	Cytochrome P450 family 17
Q6IPW1	HGNC:25937	C11orf71	ENSG00000180425	chromosome 11 open reading frame 71	None
Q6N021	HGNC:25941	TET2	ENSG00000168769	tet methylcytosine dioxygenase 2	None
Q9NXU5	HGNC:25945	ARL15	ENSG00000185305	ADP ribosylation factor like GTPase 15	ARF GTPase family
P04798	HGNC:2595	CYP1A1	ENSG00000140465	cytochrome P450 family 1 subfamily A member 1	Cytochrome P450 family 1
P05177	HGNC:2596	CYP1A2	ENSG00000140505	cytochrome P450 family 1 subfamily A member 2	Cytochrome P450 family 1
Q9NXL6	HGNC:25967	SIDT1	ENSG00000072858	SID1 transmembrane family member 1	None
Q2M2I3	HGNC:25972	FAM83E	ENSG00000105523	family with sequence similarity 83 member E	None
Q9NXI6	HGNC:25978	RNF186	ENSG00000178828	ring finger protein 186	Ring finger proteins
Q53TQ3	HGNC:25997	INO80D	ENSG00000114933	INO80 complex subunit D	INO80 complex 
P08686	HGNC:2600	CYP21A2	ENSG00000231852	cytochrome P450 family 21 subfamily A member 2	Cytochrome P450 family 21
Q86V15	HGNC:26002	CASZ1	ENSG00000130940	castor zinc finger 1	Zinc fingers C2H2-type
Q9H400	HGNC:26016	LIME1	ENSG00000203896	Lck interacting transmembrane adaptor 1	None
Q07973	HGNC:2602	CYP24A1	ENSG00000019186	cytochrome P450 family 24 subfamily A member 1	Cytochrome P450 family 24
O43174	HGNC:2603	CYP26A1	ENSG00000095596	cytochrome P450 family 26 subfamily A member 1	Cytochrome P450 family 26
O15528	HGNC:2606	CYP27B1	ENSG00000111012	cytochrome P450 family 27 subfamily B member 1	Cytochrome P450 family 27
Q9NWR8	HGNC:26076	MCUB	ENSG00000005059	mitochondrial calcium uniporter dominant negative beta subunit	None
Q8TCQ1	HGNC:26077	MARCH1	ENSG00000145416	membrane associated ring-CH-type finger 1	Ring finger proteins
P11509	HGNC:2610	CYP2A6	ENSG00000255974	cytochrome P450 family 2 subfamily A member 6	Cytochrome P450 family 2
Q8N3A8	HGNC:26124	PARP8	ENSG00000151883	poly(ADP-ribose) polymerase family member 8	Poly(ADP-ribose) polymerases
Q86YC2	HGNC:26144	PALB2	ENSG00000083093	partner and localizer of BRCA2	Fanconi anemia complementation groups
Q9H6V9	HGNC:26145	LDAH	ENSG00000118961	lipid droplet associated hydrolase	None
Q9H6B1	HGNC:26191	ZNF385D	ENSG00000151789	zinc finger protein 385D	None
Q14CX5	HGNC:26196	MFSD13A	ENSG00000138111	major facilitator superfamily domain containing 13A	None
Q8N6T0	HGNC:26197	C11orf80	ENSG00000173715	chromosome 11 open reading frame 80	None
Q9H668	HGNC:26200	OBFC1	ENSG00000107960	oligonucleotide/oligosaccharide binding fold containing 1	None
P33261	HGNC:2621	CYP2C19	ENSG00000165841	cytochrome P450 family 2 subfamily C member 19	Cytochrome P450 family 2
Q6ZT98	HGNC:26242	TTLL7	ENSG00000137941	tubulin tyrosine ligase like 7	Tubulin tyrosine ligase family
Q9H5I5	HGNC:26270	PIEZO2	ENSG00000154864	piezo type mechanosensitive ion channel component 2	None
Q9C093	HGNC:26293	SPEF2	ENSG00000152582	sperm flagellar 2	None
Q96LS8	HGNC:26322	C2orf48	ENSG00000163009	chromosome 2 open reading frame 48	None
Q569K4	HGNC:26332	ZNF385B	ENSG00000144331	zinc finger protein 385B	None
Q32M84	HGNC:26340	BTBD16	ENSG00000138152	BTB domain containing 16	BTB domain containing
Q6ZP80	HGNC:26391	TMEM182	ENSG00000170417	transmembrane protein 182	None
Q6UWN5	HGNC:26397	LYPD5	ENSG00000159871	LY6/PLAUR domain containing 5	LY6/PLAUR domain containing
Q52LD8	HGNC:26402	RFTN2	ENSG00000162944	raftlin family member 2	None
Q4W5P6	HGNC:26418	TMEM155	ENSG00000164112	transmembrane protein 155	None
Q86XE0	HGNC:26423	SNX32	ENSG00000172803	sorting nexin 32	Sorting nexins
Q96MI9	HGNC:26504	AGBL1	ENSG00000166748	ATP/GTP binding protein like 1	None
Q3MIT2	HGNC:26505	PUS10	ENSG00000162927	pseudouridylate synthase 10	None
Q96MI6	HGNC:26506	PPM1M	ENSG00000164088	protein phosphatase, Mg2+/Mn2+ dependent 1M	Protein phosphatases, Mg2+/Mn2+ dependent
Q96MH6	HGNC:26510	TMEM68	ENSG00000167904	transmembrane protein 68	None
Q6GTS8	HGNC:26518	PM20D1	ENSG00000162877	peptidase M20 domain containing 1	None
Q96MA6	HGNC:26526	AK8	ENSG00000165695	adenylate kinase 8	Adenylate kinases
Q5T197	HGNC:26539	DCST1	ENSG00000163357	DC-STAMP domain containing 1	None
A6NI28	HGNC:26545	ARHGAP42	ENSG00000165895	Rho GTPase activating protein 42	Rho GTPase activating proteins
Q5T1A1	HGNC:26562	DCST2	ENSG00000163354	DC-STAMP domain containing 2	None
Q5XG99	HGNC:26571	LYSMD4	ENSG00000183060	LysM domain containing 4	None
Q495D7	HGNC:26598	LINC01559	ENSG00000180861	long intergenic non-protein coding RNA 1559	None
Q9Y4D8	HGNC:26611	HECTD4	ENSG00000173064	HECT domain E3 ubiquitin protein ligase 4	None
P98082	HGNC:2662	DAB2	ENSG00000153071	DAB2, clathrin adaptor protein	None
Q86X19	HGNC:26623	TMEM17	ENSG00000186889	transmembrane protein 17	None
Q6NUS8	HGNC:26625	UGT3A1	ENSG00000145626	UDP glycosyltransferase family 3 member A1	UDP glucuronosyltransferases
Q8NAP3	HGNC:26636	ZBTB38	ENSG00000177311	zinc finger and BTB domain containing 38	Zinc fingers C2H2-type
Q8NBI6	HGNC:26639	XXYLT1	ENSG00000173950	xyloside xylosyltransferase 1	Glycosyltransferase family 8
Q8NA72	HGNC:26658	POC5	ENSG00000152359	POC5 centriolar protein	None
Q8NDM7	HGNC:26684	CFAP43	ENSG00000197748	cilia and flagella associated protein 43	WD repeat domain containing
Q8N9Z2	HGNC:26685	CCDC71L	ENSG00000253276	coiled-coil domain containing 71-like	None
Q6ZN01	HGNC:26689	MAMSTR	ENSG00000176909	MEF2 activating motif and SAP domain containing transcriptional regulator	None
P51397	HGNC:2672	DAP	ENSG00000112977	death associated protein	None
Q8N9K7	HGNC:26725	KIAA1456	ENSG00000250305	KIAA1456	None
Q2M2E5	HGNC:26744	C5orf64	ENSG00000178722	chromosome 5 open reading frame 64	None
A6NC98	HGNC:26757	CCDC88B	ENSG00000168071	coiled-coil domain containing 88B	None
O43293	HGNC:2676	DAPK3	ENSG00000167657	death associated protein kinase 3	Death associated protein kinases
Q8N957	HGNC:26766	ANKFN1	ENSG00000153930	ankyrin repeat and fibronectin type III domain containing 1	Ankyrin repeat domain containing
Q8IV20	HGNC:26789	LACC1	ENSG00000179630	laccase domain containing 1	None
Q8N8Q8	HGNC:26801	COX18	ENSG00000163626	COX18, cytochrome c oxidase assembly factor	Mitochondrial respiratory chain complex assembly factors
Q8NAG6	HGNC:26812	ANKLE1	ENSG00000160117	ankyrin repeat and LEM domain containing 1	Ankyrin repeat domain containing
Q8N4C9	HGNC:26831	C17orf78	ENSG00000278505	chromosome 17 open reading frame 78	None
Q8N8A8	HGNC:26835	FAM169B	ENSG00000185087	family with sequence similarity 169 member B	None
Q2M5E4	HGNC:26839	RGS21	ENSG00000253148	regulator of G-protein signaling 21	Regulators of G-protein signaling
O60477	HGNC:2687	BRINP1	ENSG00000078725	BMP/retinoic acid inducible neural specific 1	None
Q92802	HGNC:26916	N4BP2L2	ENSG00000244754	NEDD4 binding protein 2 like 2	None
Q86YL5	HGNC:26951	TDRP	ENSG00000180190	testis development related protein	None
Q2LD37	HGNC:26953	KIAA1109	ENSG00000138688	KIAA1109	None
Q10586	HGNC:2697	DBP	ENSG00000105516	D-box binding PAR bZIP transcription factor	PAR bZIP family
P09874	HGNC:270	PARP1	ENSG00000143799	poly(ADP-ribose) polymerase 1	Zinc fingers
Q8N1E2	HGNC:27014	LYG1	ENSG00000144214	lysozyme g1	Lysozymes, g-type
Q8TCW7	HGNC:27022	ZPLD1	ENSG00000170044	zona pellucida like domain containing 1	None
Q6IQ23	HGNC:27049	PLEKHA7	ENSG00000166689	pleckstrin homology domain containing A7	Pleckstrin homology domain containing
Q7Z5W3	HGNC:27050	BCDIN3D	ENSG00000186666	BCDIN3 domain containing RNA methyltransferase	None
O94760	HGNC:2715	DDAH1	ENSG00000153904	dimethylarginine dimethylaminohydrolase 1	None
A8MPS7	HGNC:27158	YDJC	ENSG00000161179	YdjC homolog (bacterial)	None
P20711	HGNC:2719	DDC	ENSG00000132437	dopa decarboxylase	None
Q17R98	HGNC:27193	ZNF827	ENSG00000151612	zinc finger protein 827	Zinc fingers C2H2-type
Q9ULH1	HGNC:2720	ASAP1	ENSG00000153317	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	ArfGAPs
Q86X53	HGNC:27234	ERICH1	ENSG00000104714	glutamate rich 1	None
Q2TB10	HGNC:27267	ZNF800	ENSG00000048405	zinc finger protein 800	Zinc fingers C2H2-type
Q08345	HGNC:2730	DDR1	ENSG00000204580	discoidin domain receptor tyrosine kinase 1	Receptor Tyrosine Kinases
Q75V66	HGNC:27337	ANO5	ENSG00000171714	anoctamin 5	Anoctamins
Q92499	HGNC:2734	DDX1	ENSG00000079785	DEAD/H-box helicase 1	DEAD-box helicases
Q5VV17	HGNC:27346	OTUD1	ENSG00000165312	OTU deubiquitinase 1	OTU domain containing
Q5HYJ1	HGNC:27365	TECRL	ENSG00000205678	trans-2,3-enoyl-CoA reductase-like	None
Q6UX98	HGNC:27387	ZDHHC24	ENSG00000174165	zinc finger DHHC-type containing 24	Zinc fingers DHHC-type
P26196	HGNC:2747	DDX6	ENSG00000110367	DEAD-box helicase 6	DEAD-box helicases
Q86XJ1	HGNC:27475	GAS2L3	ENSG00000139354	growth arrest specific 2 like 3	None
O75925	HGNC:2752	PIAS1	ENSG00000033800	protein inhibitor of activated STAT 1	Zinc fingers MIZ-type
P0C7N1	HGNC:27538	OR8U8	None	olfactory receptor family 8 subfamily U member 8	Olfactory receptors, family 8
O75864	HGNC:27607	PPP1R37	ENSG00000104866	protein phosphatase 1 regulatory subunit 37	Protein phosphatase 1 regulatory subunits
Q6UX46	HGNC:27683	FAM150B	ENSG00000189292	family with sequence similarity 150 member B	None
Q6ZVF9	HGNC:27733	GPRIN3	ENSG00000185477	GPRIN family member 3	None
E2RYF7	HGNC:27780	HCG22	ENSG00000228789	HLA complex group 22	None
Q3B7I2	HGNC:27786	CNPY1	ENSG00000146910	canopy FGF signaling regulator 1	None
P35368	HGNC:278	ADRA1B	ENSG00000170214	adrenoceptor alpha 1B	Adrenoceptors
Q0P5P2	HGNC:27900	C17orf67	ENSG00000214226	chromosome 17 open reading frame 67	None
Q8IYL3	HGNC:27915	C1orf174	ENSG00000198912	chromosome 1 open reading frame 174	None
P25100	HGNC:280	ADRA1D	ENSG00000171873	adrenoceptor alpha 1D	Adrenoceptors
Q9P0P0	HGNC:28037	RNF181	ENSG00000168894	ring finger protein 181	Ring finger proteins
A8MV81	HGNC:28044	HIGD1C	ENSG00000214511	HIG1 hypoxia inducible domain family member 1C	None
Q2M1V0	HGNC:28084	ISX	ENSG00000175329	intestine specific homeobox	PRD class homeoboxes and pseudogenes
Q8NCT1	HGNC:28087	ARRDC4	ENSG00000140450	arrestin domain containing 4	Alpha arrestins
Q96BD8	HGNC:28109	SKA1	ENSG00000154839	spindle and kinetochore associated complex subunit 1	None
Q8WVY7	HGNC:28110	UBLCP1	ENSG00000164332	ubiquitin like domain containing CTD phosphatase 1	CTD family phosphatases
Q9BU64	HGNC:28152	CENPO	ENSG00000138092	centromere protein O	None
Q9H469	HGNC:28155	FBXL15	ENSG00000107872	F-box and leucine rich repeat protein 15	F-box and leucine rich repeat proteins
Q567V2	HGNC:28177	MPV17L2	ENSG00000254858	MPV17 mitochondrial inner membrane protein like 2	None
Q8WUU8	HGNC:28187	TMEM174	ENSG00000164325	transmembrane protein 174	None
Q9BRD0	HGNC:28199	BUD13	ENSG00000137656	BUD13 homolog	None
Q9BR77	HGNC:28203	CCDC77	ENSG00000120647	coiled-coil domain containing 77	None
Q6P1W5	HGNC:28250	C1orf94	ENSG00000142698	chromosome 1 open reading frame 94	None
Q6PKX4	HGNC:28301	DOK6	ENSG00000206052	docking protein 6	Pleckstrin homology domain containing
O43151	HGNC:28313	TET3	ENSG00000187605	tet methylcytosine dioxygenase 3	Zinc fingers CXXC-type
Q96LT7	HGNC:28337	C9orf72	ENSG00000147894	chromosome 9 open reading frame 72	DENN/MADD domain containing
Q96E14	HGNC:28349	RMI2	ENSG00000175643	RecQ mediated genome instability 2	None
Q9H467	HGNC:28352	CUEDC2	ENSG00000107874	CUE domain containing 2	None
Q9BW61	HGNC:28360	DDA1	ENSG00000130311	DET1 and DDB1 associated 1	None
Q8N609	HGNC:28371	TRAM1L1	ENSG00000174599	translocation associated membrane protein 1-like 1	None
Q8WWF8	HGNC:28375	CAPSL	ENSG00000152611	calcyphosine like	EF-hand domain containing
Q8TBF2	HGNC:28390	FAM213B	ENSG00000157870	family with sequence similarity 213 member B	None
Q6P3S1	HGNC:28404	DENND1B	ENSG00000213047	DENN domain containing 1B	DENN/MADD domain containing
Q8WU43	HGNC:28436	C2orf15	ENSG00000273045	chromosome 2 open reading frame 15	None
